description,drugbank-id,name,reagent-id
The serum concentration of Methotrexate can be increased when it is combined with Piperacillin.,APRD00325,Methotrexate,DB00563
The serum concentration of Dihydroergotamine can be increased when it is combined with Dasatinib.,DB05743,Dasatinib,DB01254
The serum concentration of Amitriptyline can be increased when it is combined with Dasatinib.,APRD00227,Dasatinib,DB01254
The therapeutic efficacy of Sipuleucel-T can be decreased when used in combination with Floxuridine.,APRD00692,Sipuleucel-T,DB06688
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Tolcapone.,APRD00445,Doxylamine,DB00366
The serum concentration of Fluorometholone can be increased when it is combined with Dasatinib.,APRD00980,Dasatinib,DB01254
Yohimbine may decrease the antihypertensive activities of Nitroprusside.,APRD01143,Yohimbine,DB01392
The therapeutic efficacy of Menthol can be decreased when used in combination with Calcium Gluceptate.,APRD00841,Menthol,DB00825
Hydromorphone may increase the constipating activities of Ramosetron.,APRD01021,Ramosetron,DB09290
The risk or severity of adverse effects can be increased when Indomethacin is combined with Dibotermin alfa.,APRD00109,Dibotermin alfa,DB11639
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Ethambutol.,APRD00957,Picosulfuric acid,DB09268
The serum concentration of Dofetilide can be increased when it is combined with Metformin.,APRD01099,Dofetilide,DB00204
The serum concentration of Ipratropium bromide can be increased when it is combined with Dasatinib.,APRD00537,Dasatinib,DB01254
Methadone may increase the constipating activities of Ramosetron.,APRD00485,Ramosetron,DB09290
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Olanzapine.,APRD00138,Doxylamine,DB00366
Atenolol may increase the hypoglycemic activities of Metahexamide.,APRD00172,Metahexamide,DB13675
The serum concentration of Nitrofural can be decreased when it is combined with Peginterferon alfa-2b.,APRD00050,Peginterferon alfa-2b,DB00022
The risk or severity of adverse effects can be increased when Pimecrolimus is combined with Dibotermin alfa.,APRD01182,Dibotermin alfa,DB11639
The serum concentration of Brentuximab vedotin can be increased when it is combined with Omeprazole.,APRD00446,Brentuximab vedotin,DB08870
The serum concentration of Pyrazinamide can be increased when it is combined with Dasatinib.,APRD01206,Dasatinib,DB01254
The risk or severity of adverse effects can be increased when Metixene is combined with Nicomorphine.,APRD01101,Nicomorphine,DB13454
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Cetirizine.,APRD00630,Doxylamine,DB00366
The serum concentration of Terfenadine can be increased when it is combined with Dasatinib.,APRD00606,Dasatinib,DB01254
The serum concentration of Diltiazem can be increased when it is combined with Dasatinib.,APRD00473,Dasatinib,DB01254
The therapeutic efficacy of Pitolisant can be decreased when used in combination with Protriptyline.,APRD00441,Pitolisant,DB11642
The serum concentration of Brentuximab vedotin can be increased when it is combined with Aminohippuric acid.,APRD00792,Brentuximab vedotin,DB08870
The serum concentration of Alfuzosin can be increased when it is combined with Dasatinib.,APRD00490,Dasatinib,DB01254
The serum concentration of Trimethadione can be increased when it is combined with Dasatinib.,APRD00315,Dasatinib,DB01254
The serum concentration of Clobazam can be increased when it is combined with Dasatinib.,APRD00307,Dasatinib,DB01254
Yohimbine may decrease the antihypertensive activities of Minoxidil.,DB08225,Yohimbine,DB01392
The serum concentration of Brentuximab vedotin can be increased when it is combined with Megestrol acetate.,APRD01092,Brentuximab vedotin,DB08870
The metabolism of Tioguanine can be decreased when combined with Sulfasalazine.,APRD00290,Sulfasalazine,DB00795
The serum concentration of Rilpivirine can be increased when it is combined with Methylergometrine.,APRD00739,Rilpivirine,DB08864
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Buclizine.",APRD00723,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Aztreonam.,EXPT00605,Picosulfuric acid,DB09268
The serum concentration of Chlorzoxazone can be increased when it is combined with Dasatinib.,APRD00308,Dasatinib,DB01254
The serum concentration of Saxagliptin can be decreased when it is combined with Aminoglutethimide.,APRD00592,Saxagliptin,DB06335
The serum concentration of Mefloquine can be increased when it is combined with Dasatinib.,APRD00300,Dasatinib,DB01254
The serum concentration of Sulfadiazine can be increased when it is combined with Dasatinib.,APRD00190,Dasatinib,DB01254
The serum concentration of Sapropterin can be decreased when it is combined with Pralatrexate.,DB02692,Pralatrexate,DB06813
The serum concentration of Vinorelbine can be increased when it is combined with Dasatinib.,APRD00101,Dasatinib,DB01254
The therapeutic efficacy of Anidulafungin can be increased when used in combination with Menthol.,APRD01301,Menthol,DB00825
The serum concentration of Brexpiprazole can be increased when it is combined with Clozapine.,APRD00470,Brexpiprazole,DB09128
The serum concentration of Levothyroxine can be decreased when it is combined with Sucralfate.,APRD01238,Levothyroxine,DB00451
The serum concentration of Grepafloxacin can be increased when it is combined with Dasatinib.,APRD01003,Dasatinib,DB01254
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Nordazepam.,APRD00937,Nordazepam,DB14028
The serum concentration of Levonorgestrel can be increased when it is combined with Dasatinib.,APRD00106,Dasatinib,DB01254
Procarbazine may increase the hypertensive activities of Norepinephrine.,APRD01299,Procarbazine,DB01168
Cidofovir may decrease the excretion rate of Tenofovir disoproxil which could result in a higher serum level.,APRD00148,Tenofovir disoproxil,DB00300
The serum concentration of Mirtazapine can be increased when it is combined with Dasatinib.,APRD00685,Dasatinib,DB01254
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Meprobamate.,APRD01095,Doxylamine,DB00366
Thiethylperazine may increase the hypotensive activities of Nicomorphine.,APRD00323,Nicomorphine,DB13454
Timolol may increase the hypoglycemic activities of Metahexamide.,DB08625,Metahexamide,DB13675
The serum concentration of Treprostinil can be decreased when it is combined with Apalutamide.,APRD01272,Apalutamide,DB11901
Colestipol can cause a decrease in the absorption of Fluticasone resulting in a reduced serum concentration and potentially a decrease in efficacy.,APRD00884,Fluticasone,DB13867
The risk or severity of adverse effects can be increased when Trihexyphenidyl is combined with Nicomorphine.,APRD00070,Nicomorphine,DB13454
The serum concentration of Palonosetron can be increased when it is combined with Dasatinib.,APRD00351,Dasatinib,DB01254
Dydrogesterone may increase the thrombogenic activities of Conestat alfa.,APRD00941,Conestat alfa,DB09228
The serum concentration of Mexiletine can be increased when it is combined with Dasatinib.,APRD00242,Dasatinib,DB01254
Cyclophosphamide may increase the cardiotoxic activities of Dexrazoxane.,DB02444,Cyclophosphamide,DB00531
The serum concentration of Amlodipine can be increased when it is combined with Dasatinib.,APRD00520,Dasatinib,DB01254
The serum concentration of Brentuximab vedotin can be increased when it is combined with Tacrine.,APRD00690,Brentuximab vedotin,DB08870
Palmidrol may decrease the antihypertensive activities of Triamterene.,APRD00079,Palmidrol,DB14043
Cyclophosphamide may increase the cardiotoxic activities of Valrubicin.,APRD00662,Cyclophosphamide,DB00531
The risk or severity of adverse effects can be increased when Procyclidine is combined with Nicomorphine.,APRD00383,Nicomorphine,DB13454
The serum concentration of Phenylephrine can be increased when it is combined with Propacetamol.,APRD00365,Propacetamol,DB09288
The serum concentration of Aminophylline can be increased when it is combined with Carbimazole.,APRD00503,Aminophylline,DB01223
The serum concentration of Digoxin can be decreased when it is combined with St. John's Wort.,APRD00098,St. John's Wort,DB01323
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Sulpiride.,APRD00032,Doxylamine,DB00366
The risk or severity of adverse effects can be increased when Ethopropazine is combined with Nicomorphine.,APRD00729,Nicomorphine,DB13454
The serum concentration of Nimodipine can be increased when it is combined with Dasatinib.,APRD00612,Dasatinib,DB01254
The therapeutic efficacy of Corticorelin ovine triflutate can be decreased when used in combination with Beclomethasone dipropionate.,DB11897,Corticorelin ovine triflutate,DB09067
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Carisoprodol.,APRD00417,Doxylamine,DB00366
The serum concentration of Progesterone can be increased when it is combined with Dasatinib.,APRD00700,Dasatinib,DB01254
Nabilone may increase the tachycardic activities of Phenylpropanolamine.,DB09441,Nabilone,DB00486
The serum concentration of Bupropion can be increased when it is combined with Sorafenib.,DB07438,Bupropion,DB01156
The risk or severity of adverse effects can be increased when Palmidrol is combined with Zoledronic acid.,DB06286,Palmidrol,DB14043
The therapeutic efficacy of Griseofulvin can be increased when used in combination with Menthol.,APRD01004,Menthol,DB00825
The serum concentration of Nisoldipine can be increased when it is combined with Dasatinib.,APRD00635,Dasatinib,DB01254
The serum concentration of Eszopiclone can be increased when it is combined with Dasatinib.,APRD00431,Dasatinib,DB01254
The serum concentration of Alprazolam can be increased when it is combined with Dasatinib.,DB05925,Dasatinib,DB01254
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Dexbrompheniramine.,APRD00770,Doxylamine,DB00366
The risk or severity of adverse effects can be increased when Ardeparin is combined with Azficel-T.,APRD00803,Azficel-T,DB11051
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Loxapine.,APRD00574,Doxylamine,DB00366
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Remoxipride.,APRD00316,Doxylamine,DB00366
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Mupirocin.,APRD00162,Picosulfuric acid,DB09268
Carbachol may decrease the anticholinergic activities of Cimetropium.,DB02487,Cimetropium,DB09271
The risk or severity of adverse effects can be increased when Trolnitrate is combined with Rosiglitazone.,APRD00403,Trolnitrate,DB13719
Pramipexole may increase the orthostatic hypotensive activities of Levodopa.,APRD00156,Levodopa,DB01235
The serum concentration of Acetohexamide can be increased when it is combined with Voriconazole.,APRD00773,Voriconazole,DB00582
The serum concentration of Methotrexate can be increased when it is combined with Ampicillin.,APRD00320,Methotrexate,DB00563
Vancomycin may increase the neuromuscular blocking activities of Metocurine Iodide.,APRD01318,Vancomycin,DB00512
The serum concentration of Methotrexate can be increased when it is combined with Phenoxymethylpenicillin.,DB08415,Methotrexate,DB00563
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Secobarbital.,APRD00497,Doxylamine,DB00366
Miglustat may increase the hypoglycemic activities of Insulin Glulisine.,APRD01118,Insulin Glulisine,DB01309
The serum concentration of Promazine can be increased when it is combined with Dasatinib.,APRD00358,Dasatinib,DB01254
Palmidrol may decrease the antihypertensive activities of Spironolactone.,APRD01234,Palmidrol,DB14043
Methylphenidate may decrease the antihypertensive activities of Guanoclor.,APRD00657,Guanoclor,DB13779
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Methocarbamol.,APRD01102,Doxylamine,DB00366
The risk or severity of adverse effects can be increased when Hyoscyamine is combined with Nicomorphine.,APRD00607,Nicomorphine,DB13454
The serum concentration of Zolpidem can be increased when it is combined with Dasatinib.,APRD00095,Dasatinib,DB01254
The serum concentration of Famciclovir can be increased when it is combined with Dasatinib.,APRD00600,Dasatinib,DB01254
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Triprolidine.,APRD00306,Doxylamine,DB00366
The therapeutic efficacy of Sipuleucel-T can be decreased when used in combination with Streptozocin.,APRD00209,Sipuleucel-T,DB06688
The therapeutic efficacy of Carboprost Tromethamine can be decreased when used in combination with Palmidrol.,APRD00847,Palmidrol,DB14043
Cefpiramide may increase the nephrotoxic activities of Bekanamycin.,APRD00856,Bekanamycin,DB13673
