drugbank-id,form,route,strength
DB10797,"Injection, suspension",Intramuscular,
DB10798,Solution,Intramuscular,
DB10799,Solution,Intramuscular,
DB10800,Solution,Intramuscular,
DB10801,Solution,Intramuscular,
DB10802,"Injection, suspension",Intramuscular,15 ug/.5mL
DB10803,Solution; suspension,Intramuscular,
DB10804,"Injection, powder, lyophilized, for solution",Intravesical,81 mg/3mL
DB10805,"Powder, for solution",Subcutaneous,109648 pfu
DB10807,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10808,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10809,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10810,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10811,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10812,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10813,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10814,"Injection, solution",Percutaneous; Subcutaneous,
DB10815,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10816,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10817,"Injection, solution",Percutaneous; Subcutaneous,
DB10818,"Injection, solution",Percutaneous; Subcutaneous,
DB10819,"Injection, solution",Percutaneous; Subcutaneous,
DB10820,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10821,"Injection, solution",Percutaneous; Subcutaneous,
DB10822,"Injection, solution",Percutaneous; Subcutaneous,
DB10823,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10824,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10825,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10826,"Injection, solution",Intradermal; Subconjunctival,.05 g/mL
DB10827,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10828,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10829,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10830,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10831,"Injection, solution",Percutaneous,
DB10832,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10833,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10834,"Injection, solution",Intradermal; Subcutaneous,
DB10835,Liquid,Percutaneous; Subcutaneous,.05 g/mL
DB10836,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10837,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10838,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10839,"Injection, solution",Intradermal; Subcutaneous,
DB10840,"Injection, solution",Percutaneous; Subcutaneous,
DB10841,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10842,"Injection, solution",Percutaneous; Subcutaneous,
DB10843,"Injection, solution",Percutaneous; Subcutaneous,
DB10844,"Injection, solution",Percutaneous; Subcutaneous,
DB10845,"Injection, solution",Percutaneous; Subcutaneous,
DB10846,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10847,"Injection, solution",Intradermal; Subcutaneous,.1 g/mL
DB10848,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10849,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10850,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10851,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10852,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10853,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10856,"Injection, solution",Intradermal; Subcutaneous,
DB10857,"Injection, solution",Intradermal; Subcutaneous,.02 g/mL
DB10858,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10859,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10860,"Injection, solution",Intradermal; Subcutaneous,
DB10861,"Injection, solution",Percutaneous,.1 mg/mL
DB10862,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10864,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10865,"Injection, solution",Intradermal; Subcutaneous,
DB10866,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10867,"Injection, solution",Intradermal; Subcutaneous,.002 g/mL
DB10868,"Injection, solution",Intradermal; Subcutaneous,
DB10869,"Injection, solution",Intradermal; Subcutaneous,.02 g/mL
DB10870,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10871,"Injection, solution",Intradermal; Subcutaneous,
DB10872,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10873,"Injection, solution",Intradermal; Subcutaneous,
DB10874,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10875,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10876,"Injection, solution",Intradermal; Subcutaneous,
DB10877,"Injection, solution",Percutaneous; Subcutaneous,
DB10879,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10880,"Injection, solution",Intradermal; Subcutaneous,
DB10881,"Injection, solution",Intradermal; Subcutaneous,
DB10882,"Injection, solution",Intradermal; Subcutaneous,
DB10883,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10884,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10885,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10887,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10888,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10889,"Injection, solution",Intradermal; Subcutaneous,
DB10890,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10891,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10649,"Injection, solution",Intradermal; Subcutaneous,1 mL/mL
DB10893,"Injection, solution",Intradermal; Subcutaneous,.02 g/mL
DB10894,"Injection, solution",Percutaneous; Subcutaneous,
DB10895,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10896,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10897,Cream,Topical,
DB10898,"Injection, solution",Intradermal; Subcutaneous,
DB10899,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10900,"Injection, solution",Intradermal; Subcutaneous,
DB10901,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10902,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10903,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10904,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10905,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10906,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10907,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10908,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10909,"Injection, solution",Intradermal; Subcutaneous,
DB10910,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10911,"Injection, solution",Intradermal; Subcutaneous,
DB10912,"Injection, solution",Intradermal; Subcutaneous,
DB10913,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10914,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10915,Liquid,Percutaneous; Subcutaneous,.1 g/mL
DB10916,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10918,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10919,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10921,"Injection, solution",Percutaneous; Subcutaneous,
DB10922,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10923,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10924,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10925,"Injection, solution",Intradermal; Subcutaneous,.05 g/mL
DB10726,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10477,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10367,"Injection, solution",Subcutaneous,
DB10476,"Injection, solution",Percutaneous; Subcutaneous,
DB10933,Injection,Cutaneous; Intradermal; Subcutaneous,.1 g/mL
DB10934,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10935,Injection,Cutaneous; Intradermal; Subcutaneous,.1 g/mL
DB10936,Injection,Cutaneous; Intradermal; Subcutaneous,.1 g/mL
DB10937,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10941,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10942,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10943,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10945,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10946,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10947,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10948,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10949,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10950,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10952,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10953,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10954,Injection,Cutaneous; Intradermal; Subcutaneous,.05 g/mL
DB10955,Liquid,Subcutaneous,10 mcg
DB10956,"Injection, powder, lyophilized, for solution",Percutaneous; Subcutaneous,
DB10957,"Powder, for solution",Intradermal; Subcutaneous,500 mcg
DB10958,"Powder, for solution",Subcutaneous,1300 mcg
DB10959,"Powder, for solution",Subcutaneous,1300 mcg
DB10961,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10962,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10963,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10492,"Injection, solution",Subcutaneous,.05 g/mL
DB10965,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10966,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10967,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10968,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10969,"Injection, solution",Percutaneous; Subcutaneous,
DB10970,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10414,"Injection, solution",Subcutaneous,.1 g/mL
DB10976,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10522,"Injection, solution",Percutaneous,.1 mg/mL
DB10979,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10980,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10981,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10682,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10684,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10680,Oil,Topical,
DB10986,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10988,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB10309,Solution; suspension,Intramuscular,
DB10990,"Injection, powder, lyophilized, for solution",Intramuscular,10 ug/.5mL
DB10991,"Injection, suspension",Intramuscular,
DB10994,"Injection, suspension",Intramuscular,
DB10997,Implant,Intra-articular,
DB10998,"Injection, suspension",Intramuscular,
DB06648,"Injection, suspension",Intramuscular; Subcutaneous,100 ug/mL
DB11005,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB11007,"Injection, solution",Percutaneous; Subcutaneous,.05 g/mL
DB10854,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10524,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB10565,"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL
DB11018,"Injection, solution",Percutaneous; Subcutaneous,
DB11021,"Injection, solution",Percutaneous; Subcutaneous,
DB11022,"Injection, solution",Percutaneous; Subcutaneous,
DB11025,"Injection, solution",Percutaneous; Subcutaneous,.1 g/mL
DB11026,"Injection, solution",Percutaneous; Subcutaneous,
DB11027,"Injection, powder, lyophilized, for solution",Percutaneous; Subcutaneous,
DB11028,"Injection, powder, lyophilized, for solution",Percutaneous; Subcutaneous,
DB11029,"Injection, powder, lyophilized, for solution",Percutaneous; Subcutaneous,
DB11030,"Injection, powder, lyophilized, for solution",Percutaneous; Subcutaneous,
DB11031,"Injection, powder, lyophilized, for solution",Percutaneous; Subcutaneous,
DB11032,"Injection, powder, lyophilized, for solution",Percutaneous; Subcutaneous,
DB10960,"Powder, for solution",Subcutaneous,1300 mcg
DB11034,Spray,Nasal,
DB11050,Capsule,Oral,2 [CFU]/1
DB05348,"Injection, suspension",Intradermal,15000000 1/mL
DB11054,Injection,Intravenous,500000000 1/25mL
DB11056,"Injection, powder, lyophilized, for solution",Intravenous,
DB11057,Oil,Topical,100 g/200mL
DB09520,Kit,,
DB11059,Patch,Topical,18.12 mg/91
DB11060,Solution / drops,Ophthalmic,1.4 %
DB11061,Kit,,
DB11062,Lotion; spray,Topical,
DB11063,Solution / drops,Ophthalmic,100 mg/10mL
DB11064,Lotion,Oral,
DB11065,Tablet,Oral,
DB11066,Tablet,Oral,
DB11068,"Tablet, film coated",Oral,
DB11071,Liquid,Oral,
DB11072,Aerosol,Dental,
DB05748,Aerosol,Oral; Topical,
DB11074,Paste,Topical,
DB11075,Solution / drops,Ophthalmic,17 mg/mL
DB11077,Liquid,Ophthalmic,1 %
DB11079,Liquid,Topical,100 mg/mL
DB11080,Swab,Topical,
DB11081,Liquid,Topical,15 mg/mL
DB11082,Liquid; shampoo,Topical,
DB11085,Ointment,Topical,
DB11086,Ointment,Topical,50 g/100g
DB09521,Shampoo,Topical,
DB11088,Suppository,Rectal,
DB11089,Enema,Rectal,
DB11090,Swab,Topical,
DB11091,"Spray, metered",Topical,3.57 mL/119mL
DB11092,Gel,Oral,0.4 %
DB11093,Capsule,Oral,
DB11094,Powder,Oral,
DB11095,Kit,,
DB11096,Liquid,Topical,
DB11097,Powder,Oral,3.4 g/5.79g
DB11098,"Tablet, effervescent",Oral,25 meq/1
DB11100,Gel,Topical,5.5 g/L
DB11102,Solution,Intravenous,
DB11104,"Powder, for suspension",Intravenous,8 mcl
DB11105,Solution,Topical,.13 g/100mL
DB11107,Suppository,Rectal,
DB11108,Spray,Topical,.15 g/100mL
DB11109,"Powder, for solution",Topical,.16 g/2g
DB11110,"Tablet, chewable",Oral,
DB11111,Liquid,Topical,86 g/100mL
DB11112,Ointment,Topical,
DB11113,Cream,Topical,
DB11114,"Gum, chewing",Oral,
DB11115,Cream; liquid,Topical,
DB11116,Stick,Topical,180 mg/g
DB11117,Solution,Topical,100 mg/mL
DB11118,Liquid,Topical,20 mg/mL
DB11119,Liquid,Intravenous,100 mg
DB11120,Cream,Topical,
DB11121,Liquid; shampoo,Topical,
DB11123,Liquid,Topical,0.114 %
DB11124,Solution,Respiratory (inhalation),2.25 %
DB11125,Lotion,Topical,192.3 mg/1000mg
DB11126,Douche,Vaginal,
DB11127,Capsule,Oral,
DB11128,"Injection, solution",Intravenous,46 ug/mL
DB11129,Liquid,Oral,.1 mg/mL
DB11130,Tincture,Oral,200 g
DB11131,Cream,Topical,
DB11132,Powder,Topical,51 kg/100kg
DB11133,"Capsule, liquid filled",Oral,
DB11134,"Capsule, liquid filled",Oral,
DB11135,Tablet,Oral,60 mcg
DB11136,Powder,Oral,150 mcg
DB11137,Tablet,Oral,
DB11140,Solution,Intravenous,1 mCi/5mL
DB11141,Tablet,Oral,
DB11142,"Tablet, chewable",Oral,
DB11143,Liquid,Dental,
DB11145,Jelly,Vaginal,
DB11147,Gel,Topical,105 mg/mL
DB11148,Gel,Dental; Topical,
DB11149,Cream,Topical,.2 g/g
DB11150,Suspension,Oral,1 mg/mL
DB11151,Solution,Intravenous,
DB11152,Liquid,Topical,30 g/100mL
DB11153,Solution,Intravenous,
DB11154,Tablet,Oral,
DB11155,Soap,Topical,
DB11156,Tablet,Oral,180 mg/1
DB11157,Cream,Topical,.012 g/g
DB11158,Liquid,Oral,
DB11159,Gel,Topical,.085 g/8.5g
DB11160,Suspension,Oral,
DB11161,Solution / drops,Ophthalmic,
DB11164,Kit,Intravenous,
DB11165,Tincture,Topical,
DB11166,"Injection, powder, lyophilized, for solution",Intravenous,525 [iU]/mL
DB11168,Capsule,Oral,
DB11169,"Tablet, coated",Oral,
DB11171,Liquid,Dental,210 mg
DB11172,Patch,Topical,
DB11174,Patch,Topical,
DB11175,"Capsule, gelatin coated",Oral,
DB11176,"Capsule, gelatin coated",Oral,
DB11178,Oil,Topical,.21 mg/mL
DB11179,"Injection, powder, lyophilized, for solution",Intravenous,1 mg/1
DB11180,"Injection, powder, lyophilized, for solution",Intravenous,.35 mg/1
DB11181,Liquid,Ophthalmic,2 %
DB11182,Strip,Ophthalmic,1.5 mg/1.5mg
DB11183,Strip,Ophthalmic,1.5 mg/1.5mg
DB11184,Strip,Ophthalmic,.5 mg/.5mg
DB11185,Lotion,Topical,
DB11186,Syrup,Oral,
DB11191,"Capsule, delayed release pellets",Oral,
DB11193,Tablet,Oral,30 mg
DB11195,"Gum, chewing",Dental,827 mg
DB11197,"Capsule, delayed release pellets",Oral,
DB11198,Liquid,Oral,
DB11199,"Paste, dentifrice",Dental,
DB11200,Stick,Topical,14.4 g/75g
DB11201,Patch,Transdermal,
DB11202,Lotion,Topical,
DB11203,Wafer,Oral,
DB11204,Liquid,Topical,.5 g/100mL
DB11205,Liquid,Topical,
DB11206,Spray,Topical,
DB11207,Cream,Topical,
DB11208,Spray,Topical,10 mL/100mL
DB11210,Kit,,
DB11217,Liquid,Topical,1 mg/150mL
DB11218,Ointment,Topical,3 g/50g
DB11219,Cream,Topical,6 %
DB11221,Gel,Topical,
DB11222,Aerosol,Topical,
DB11225,Liquid,Topical,
DB11226,Liquid,Topical,
DB11228,Tablet,Oral,500 mg/1
DB11229,Lotion,Topical,
DB11231,Tablet,Oral,
DB11234,Soap,Topical,1 g/100g
DB11235,Liquid,Oral,
DB11238,Capsule,Oral,
DB11239,Stick,Topical,5.6 g/10g
DB11242,"Injection, powder, lyophilized, for solution",Intravenous,4.5 mg/1
DB11243,Cream,Topical,1 mg/50mg
DB11244,Liquid,Topical,
DB11246,"Tablet, film coated",Oral,
DB11248,Tablet,Oral,20 mg
DBSALT001566,Liquid,Topical,
DB11251,"Tablet, coated",Oral,
DB11252,Liquid,Ophthalmic,.1 mL/mL
DB11253,Liquid,Nasal,.05 mL/44mL
DB11254,Lozenge,Oral,2.4 mg/1
DB11255,"Capsule, gelatin coated",Oral,
DB11256,"Capsule, liquid filled",Oral,
DB11257,Gel,Dental,9 mg/g
DB11258,Cream,Topical,1.5 g/50mL
DB11259,Cream,Topical,.055 mL/100mL
DB11260,Cream,Topical,.1 mL/100mL
DB11261,Cream,Topical,
DB11262,Spray,Topical,
DB11263,Cream,Topical,.22 1/100mL
DBSALT002553,Paste,Dental,
DB11265,Paste,Dental,
DB11266,Soap,Topical,2 g/100g
DB11267,Cream,Topical,
DB11268,Emulsion,Topical,.0315 mL/100mL
DB11269,Cream,Topical,
DB11270,Cream,Topical,
DB11271,Cream,Topical,
DB11272,Cream,Topical,.1 mL/100mL
DB11273,Tablet,Oral,
DB11274,Tablet,Oral,
DB11275,Tablet,Oral,
DB11276,Liquid,Topical,5 mg/100mL
DB11277,Stick,Topical,13 g/73g
DB11278,Liquid,Oral,
DB11279,Liquid,Topical,
DB11282,Lotion,Topical,
DBSALT001574,Injection,Intravenous,
DBSALT001575,Injection,Intravenous,
DB11286,Kit,,
DB11293,Oil,Topical,91.22 g/100mL
DB11294,"Injection, solution",Intradermal,12.7 ug/mL
DB11295,Solution / drops,Oral,6 [hp_X]/10mL
DB11296,Patch,Topical,.22 mg/22g
DB11298,Patch,Topical,
DB11299,Cream,Topical,
DB11300,"Powder, for solution",Topical,5000 unit
DB11301,Liquid,Topical,15 g/100mL
DB11302,Liquid,Topical,2 g/100mL
DB11304,Gel,Topical,
DB11305,Lotion,Topical,
DB11311,"Kit; powder, for solution",Intravenous,
DB11312,"Kit; powder, for solution",Intravenous,
DB11315,Syrup,Oral,
DB11318,"Capsule, delayed release pellets",Oral,
DB11321,Ointment,Topical,
DB11323,Plaster,Topical,
DB11324,Patch,Topical,
DB11326,Jelly,Vaginal,
DB11327,Shampoo,Topical,
DB11328,"Injection, solution",Intravenous,30 mg/mL
DB11329,Liquid,Topical,16 g/100g
DB14047,Kit,Intravenous,
DB14095,Suspension,Endotracheal,
DB11332,Suspension,Endotracheal,
DB11333,Liquid,Topical,20 %
DB11336,Lotion,Topical,
DB11337,Lotion,Topical,
DB11338,Aerosol,Topical,
DB11340,Capsule,Oral,
DB11342,Powder,Topical,6.5 mg/g
DB11343,Powder,Topical,34.1 g/100g
DB11344,Solution,Topical,
DB11345,Cream,Topical,
DB11346,Cream,Topical,
DB11053,Capsule,Oral,
DB11349,Powder,Topical,.47 g/9.5g
DB11350,Liquid,Topical,
DB11352,Lotion,Topical,
DB11355,Liquid,Topical,.03 g/30mL
DB11356,Shampoo,Topical,.4 mL/200mL
DB11358,Capsule,Oral,
DB11359,Lozenge,Oral,
DB11360,Granule,Oral,.08 g/1.5g
DB11361,Liniment,Topical,
DB11362,Kit,,
DB11363,Capsule,Oral,150 mg
DB11365,Powder,Oral,3.5 g
DB11386,Liquid,Topical,
DB11482,Spray,Topical,
DB11560,"Tablet, film coated",Oral,200 mg/1
DB11563,Solution,Intravenous,2 mg
DB11569,Solution,Subcutaneous,80 mg
DB11570,Liquid,Topical,
DB11571,Solution,Topical,
DB11572,"Powder, for solution",Topical,6000 unit
DB11573,Liquid,Topical,8 g/100g
DB11574,"Tablet, film coated",Oral,
DB11575,"Tablet, film coated",Oral,
DB11577,Solution,Intramuscular; Intravenous,0.8 %
DB11578,Suppository,Rectal,
DB11579,Liquid,Topical,91 %
DB11581,"Tablet, film coated",Oral,50 mg/1
DB11583,Gel,Dental; Topical,
DB11584,Liquid,Oral,
DB11585,Lotion,Topical,
DB11586,Capsule,Oral,100 mg
DB11587,Syrup,Oral,
DB11588,Gas,Respiratory (inhalation),
DB11589,Gas,Respiratory (inhalation),
DB11591,Tablet,Oral,20 mg
DB11594,Dressing,Topical,.15 %
DB11595,Solution,Intravenous,60 mg
DB11596,"Injection, solution",Intravenous,175 mg/17.5mL
DB11597,Solution,Intramuscular; Intravenous,600 unit
DB11598,"Powder, for solution",Intravenous,500 unit
DB11599,Poultice,Topical,2.95 g/4g
DB11600,Cream,Topical,
DB11601,Solution,Intradermal,5 tub
DB11602,Liquid,Ophthalmic,6 mg/mL
DB11603,"Powder, for solution",Intramuscular,2.5 unit
DB11604,Solution,Intramuscular,250 unit
DB11605,Liquid,Dental; Topical,20 g
DB11606,"Powder, for solution",Intravenous,500 unit
DB11607,"Kit; powder, for solution",Intravenous,750 unit
DB11608,"Kit; powder, for solution",Intravenous,500 unit
DB11609,Solution / drops,Oral,
DB11610,Solution / drops,Oral,
DB11611,Solution / drops,Ophthalmic,50 mg/mL
DB11613,"Tablet, film coated",Oral,
DB11614,Tablet,Oral,10 mg
DB11621,Solution,Intramuscular; Intravenous,125 unit
DB11622,Tablet,Oral,300 mg
DB11624,"Injection, solution",Intravenous; Subcutaneous,8000 IU
DB11626,"Injection, powder, for solution",,1 mg/5ml
DB10993,Suspension,Intramuscular,
DB11630,"Injection, solution",Intravenous,1 mg/ml
DB11632,Capsule,Oral,50 mg
DB11634,"Tablet, film coated",Oral,1 g
DB11635,Solution,Oral,50 mg/mL
DB11637,"Tablet, film coated",Oral,50 mg
DB11641,"Injection, solution, concentrate",Intravenous,25 mg/ml
DB11642,"Tablet, film coated",Oral,4.5 mg
DB11644,Capsule,Oral,20 mg
DB11660,Solution / drops,Ophthalmic,.24 mg/mL
DB11691,Tablet,Oral,.2 mg/1
DB11703,"Capsule, gelatin coated",Oral,100 mg/1
DB11709,Patch,Topical,
DB11714,Solution,Intravenous,50 mg
DB11730,Kit,,
DB11735,"Powder, for solution",Intravenous,
DB11767,Solution,Subcutaneous,200 mg
DB11776,Solution,Subcutaneous,210 mg
DB11793,Capsule,Oral,100 mg/1
DB11799,Tablet,Oral,
DB11817,"Tablet, film coated",Oral,2 mg/1
DB11827,"Tablet, film coated",Oral,
DB11828,Tablet,Oral,40 mg/1
DB11834,Solution,Subcutaneous,100 mg
DB09503,Kit,,
DB11842,Injection,Intravenous,2.5 mg/mL
DB11901,"Tablet, film coated",Oral,60 mg/1
DB11915,Capsule,Oral,80 mg/1
DB11921,Tablet,Oral,6 mg/1
DB11943,Tablet,Oral,450 mg/1
DB11945,Solution,Intravenous,20 mg
DB11988,Solution,Intravenous,30 mg
DB11989,Tablet,Oral,12.5 mg/1
DB11995,"Tablet, film coated",Oral,20 mg/1
DB12001,Tablet,Oral,50 mg/1
DB12007,Tablet,Oral,
DB12010,Tablet,Oral,150 mg/1
DB06024,Solution,Subcutaneous,30 mg
DB12026,"Tablet, film coated",Oral,
DB12070,"Tablet, film coated",Oral,480 mg/1
DB12095,Tablet,Oral,250 mg/1
DB12107,"Injection, powder, for solution",Intravenous,
DB12159,Solution,Subcutaneous,150 mg
DB12161,"Tablet, coated",Oral,9 mg/1
DB12243,Injection,Intravenous,30 mg/100mL
DB12267,"Tablet, film coated",Oral,90 mg/1
DB12278,Tablet,Oral,5 mg
DB12328,Liquid,Topical,
DB12332,"Tablet, film coated",Oral,300 mg/1
DB06601,"Capsule, gelatin coated",Oral,80 mg/1
DB12366,Injection,Intravenous,2 mg/mL
DB12483,"Injection, powder, lyophilized, for solution",Intravenous,15 mg/mL
DB12532,Suspension,Oral,
DB12602,Kit,,
DB05435,"Injection, solution",Intravenous,150 mg/mL
DB12783,Capsule,Oral,
DB12834,Granule,Oral,2 g/4.8g
DB12839,"Injection, solution",Subcutaneous,20 mg/mL
DB12865,"Injection, solution",Intravenous,5 mg/mL
DB12872,Kit,,
DB12909,"Powder, for solution",Intravenous,250 unit
DB12911,"Powder, for solution",Topical,
DB12924,Cream,Topical,10 mg/g
DB12965,"Paste, dentifrice",Dental,.7 g/100g
DB12982,Capsule,Oral,
DB05917,"Granule, for solution",Oral,60 mg/mg
DB13133,"Powder, for solution",Intravenous,
DB05761,Solution,Respiratory (inhalation),1.25 mg/3mL
DB13140,"Injection, solution",Intravenous,25 mg/mL
DB13146,"Injection, solution",Intravenous,221 mCi/mL
DB13147,Tablet,Oral,
DB13148,"Kit; powder, for solution",Intravenous,
DB13149,"Kit; powder, for solution",Intravenous,
DB13150,"Kit; powder, for solution",Intravenous,
DB13151,"Powder, for solution",Intravenous,3250 unit
DB13152,"Kit; powder, for solution",Intravenous,
DB13153,Oil,Topical,.07 g/15mL
DB13154,Tablet,Dental,
DB13155,Suppository,Rectal,
DB13156,Tablet,Oral,500 mg
DB13157,Liquid,Rectal,
DB13158,Cream,Topical,0.05 %
DB13161,Solution,Intrathecal,2.4 mg
DB13163,Elixir,Oral,
DB06377,Tablet,Oral,3 mg/1
DB13173,Kit,Intraventricular,
DB11196,Tablet,Oral,
DB09408,"Powder, for solution",Irrigation; Topical,
DB13192,Kit,,
DB13196,Capsule,Oral,270 mg
DB13198,Tablet,Oral,
DB13200,"Injection, solution",Subcutaneous,6 mg
DB13209,Suppository,Rectal,
DB13231,Tablet,Oral,
DB13235,"Powder, for solution",Topical,1.2 g/1.7g
DB13249,Tablet,Oral,
DB13257,Capsule,Oral,
DB13259,Aerosol,Topical,
DB13268,Tablet,Vaginal,
DB13269,Lozenge,Oral,
DB13281,Tablet,Oral,100 mg
DB13293,Liquid,Oral,
DB13345,Tablet,Oral,
DB13346,Ointment,Topical,5 %
DB13421,Cream,Topical,3 %
DB13444,Solution,Oral,
DB13503,Lozenge,Oral,
DB13518,Tablet,Oral; Other,
