coder,drugbank-id,language,synonym
,DB09005,,Bothrops atrox blood-coagulation factor X activator
,DB09008,,Cephalomycine
,DB09011,,Benzylamide
,DB09012,,NSC 73742
,DB09013,,(RS)-1-{7-[2-hydroxy-3-(propan-2-ylamino)propoxy]- 1-benzofuran-2-yl}ethanone
,DB09014,,Captodiame
,DB09015,,Canrenoate
,DB09016,,"(±)-3-(10,11-dihydro-5H-dibenzo[a,d]cycloheptene-5-yl)-N,N,2-trimethylpropan-1-amine"
,DB09017,,Brotizolamum
,DB09018,,Bromopridum
,DB09019,,Tauglicolo
,DB09020,,Spirolax
,DB09021,,"N-Methyl-9,10-ethanoanthracene-9(10H)-methanamine"
,DB09022,,Benfluorexum
,DB09027,,"methyl [(2S)-1-{(6S)-6-[4-(9,9-difluoro-7-{2-[(1R,3S,4S)-2-{(2S)-2-[(methoxycarbonyl)amino]-3-methylbutanoyl}-2-azabicyclo[2.2.1]hept-3-yl]-1H-benzimidazol-5-yl}-9H-fluoren-2-yl)-1H-imidazol-2-yl]-5-azaspiro[2.4]hept-5-yl}-3-methyl-1-oxobutan-2-yl]carbamate"
,DB09028,,Ulexin
,DB05692,,"Ethyl N-[(3R,3aS,4S,4aR,7R,8aR,9aR)-4-[(E)-2-[5-(3-fluorophenyl)-2-pyridyl]vinyl]-3-methyl-1-oxo-3a,4,4a,5,6,7,8,8a,9,9a-decahydro-3H-benzo[f]isobenzofuran-7-yl]carbamate"
,DB09031,,Monohexadecylphosphorylcholine
,DB09034,,"[(7R)-4-(5-chlorobenzoxazol-2-yl)-7-methylhexahydro-1H-1,4-diazepin-1-yl][5-methyl-2-(2H-1,2,3-triazol-2-yl)phenyl]methanone"
,DB09037,,Lambrolizumab
,DB09038,,1-chloro-4-(glucopyranos-1-yl)-2-(4-(tetrahydrofuran-3-yloxy)benzyl)benzene
,DB05715,,"N-[(1R,2R)-1-(2,3-Dihydro-1,4-benzodioxin-6-yl)-1-hydroxy-3-(1-pyrrolidinyl)-2-propanyl]octanamide"
,DB09040,,"(2R,3R)-2-(2,4-Difluorophenyl)-3-(4-methylene-1-piperidinyl)-1-(1H-1,2,4-triazol-1-yl)-2-butanol"
,DB05058,,"5-Fluoro-2,1-benzoxaborol-1(3H)-ol"
,DB09042,,Torezolid Phosphate
,DB09046,,r-metHuLeptin
,DB09047,,gastroquinolone
,DB09048,,"2-[3,5-Bis(trifluoromethyl)phenyl]-N,2-dimethyl-N-[4-(2-methylphenyl)-6-(4-methyl-1-piperazinyl)-3-pyridinyl]propanamide"
,DB09049,,"(5α,6α)-17-Allyl-6-[(20-hydroxy-3,6,9,12,15,18-hexaoxaicos-1-yl)oxy]-4,5-epoxymorphinan-3,14-diol"
,DB09050,,"(6R,7R)-3-([3-Amino-4-(2-aminoethylcarbamoylamino)-2-methylpyrazol-1-ium-1-yl]methyl)-7-([(2Z)-2-(5-amino-1,2,4-thiadiazol-3-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"
,DB09051,,N-acetylgalactosamine-6-sulfatase
,DB09053,,"1-[(3R)-3-[4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]prop-2-en-1-one"
,DB09054,,5-fluoro-3-phenyl-2-[(1S)-1-(3H-purin-6-ylamino)propyl]quinazolin-4(3H)-one
,DB09056,,Amorolfin
,DB09057,,Bacillus anthracis immune globulin human
,DB09061,,Δ1(2)-trans-cannabidiol
,DB09062,,CMNX
,DB09063,,N-{2-[(5-chloro-2-{[2-isopropoxy-5-methyl-4-(piperidin-4-yl)phenyl]amino}pyrimidin-4-yl)amino]phenyl}propane-2-sulfonamide
,DB09065,,"1,3-thiazol-5-ylmethyl [(2R,5R)-5-{[(2S)-2-({[(2-isopropyl-1,3-thiazol-4-yl)methyl](methyl)carbamoyl}amino)-4-(morpholin-4-yl)butanoyl]amino}-1,6-diphenylhexan-2-yl]carbamate"
,DB09066,,FSH-CTP
,DB09067,,Sheep corticotropin-releasing factor (1-41)
,DB05700,,vortioxetinum
,DB09069,,"1-[2,3,4-trimethoxybenzyl] piperazine dihydrochloride"
,DB09070,,tibolonum
,DB05359,,tasimeltéon
,DB09072,,Oxybate sodium
,DB09073,,"6-acetyl-8-cyclopentyl-5-methyl-2-{[5-(piperazin-1-yl)pyridin-2-yl]amino}pyrido[2,3-d]pyrimidin-7(8H)-one"
,DB05940,,4-(3-{[4-(cyclopropylcarbonyl)piperazin-1-yl]carbonyl}-4-fluorobenzyl)phthalazin-1(2H)-one
,DB09076,,1-[2-(benzyloxy)ethyl]-4-[hydroxy(diphenyl)methyl]-1-azoniabicyclo[2.2.2]octane
,DB09077,,Monoclonal antibody ch14.18
,DB09078,,Lenvatinib Mesylate
,DB09079,,"methyl (3Z)-3-[(4-{methyl[(4-methylpiperazin-1-yl)acetyl]amino}anilino)(phenyl)methylidene]-2-oxo-2,3-dihydro-1H-indole-6-carboxylate"
,DB09081,,idébénone
,DB06577,,vilantérol
,DB09083,,Ivabradinum
,DB09085,,Tetracaine HCl
,DB09087,,Potassium aluminium sulfate
,DB09088,,Stovaine
,DB09089,,Trimebutino
,DB09092,,Xantinol
,DB09094,,Podophyllum resin
,DB09095,,Diflucortolone
,DB09096,,Bepio
,DB09097,,SDZ 205-502
,DB09098,,Somatrem (genetical recombination)
,DB09099,,Synthetic somatostatin-14
,DB09100,,"Thyroid extract, porcine"
,DB05618,,GS 9137
,DB09102,,BMS-790052
,DB09104,,Milk of magnesia
,DB09105,,Asfotase alpha
,DB09106,,Hydroxyethylstarch
,DB06279,,Pegzerepoetin alfa
,DB09110,,β-mercaptoethanesulfonic acid
,DB09112,,nitrosyl hydroxide
,DB09115,,Ioquin
,DB09116,,Nitrogen lime
,DB09118,,Stiripentolum
,DB09119,,Stedesa
,DB09120,,Civamide
,DB09121,,Gold thioglucose
,DB09123,,Endometrion
,DB09125,,tripotassium citrate
,DB09126,,Urinary hCG
,DB09129,,Trichlorochromium
,DB09130,,Kupfer
,DB09131,,Cupric chloride anhydrous
,DB09132,,Gd-DOTA
,DB09133,,Iothalamate
,DB09134,,Optiray
,DB09135,,"N-(2,3-dihydroxypropyl)-N’-(2- hydroxyethyl)-5-[N-(2,3-dihydroxypropyl) acetamido]-2,4,6-triiodoisophthal-amide"
,DB09136,,Isosulfan blue inner salt
,DB09137,,Technetium Tc-99m mebrofenin kit
,DB09138,,Technetium tc-99m medronate kit
,DB09139,,Technetium Tc-99m oxidronate kit
,DB09140,,Pure oxygen
,DB09142,,Cholecystokinin C-terminal octapeptide
,DB09143,,"N-[6-(cis-2,6-dimethylmorpholin-4-yl)pyridin-3-yl]-2-methyl-4'-(trifluoromethoxy)[1,1'-biphenyl]-3-carboxamide"
,DB05425,,Vistonuridine
,DB09145,,Water purified
,DB06790,,Sucroferric oxyhydroxide
,DB09147,,Iron(III) pyrophosphate
,DB09148,,Florbetaben F-18
,DB09149,,florbetapir-fluorine-18
,DB09151,,Flutemetamol F18
,DB09159,,"Trisodium citrate, anhydrous"
,DB09155,,atomic helium
,DB09156,,"N,N'-bis(2,3-dihydroxypropyl)-2,4,6-triiodo-5-[(methoxyacetyl)amino]-N-methylisophthalamide"
,DB09505,,Technetium-99 tetrofosmin
,DB09161,,Technetium Tc 99m sestamibi
,DB09163,,Technetium Tc-99m exametazime kit
,DB09164,,Technetium-99m-Diisopropyliminodiacetic Acid
,DB09417,,Technetium TC 99M Pyrophosphate
,DB09166,,"4-(o-Chlorophenyl)-2-ethyl-9-methyl-6H-thieno(3,2-f)-s-triazolo(4,3-a)(1,4)diazepine"
,DB09167,,trans-dothiepin
,DB09170,,beta-Hydroxythiofentanyl
,DB09171,,Betamethylfentanyl
,DB09173,,Butyrylfentanyl
,DB09177,,Parafluorofentanyl
,DB09178,,"2,5-Dimethylfentanyl"
,DB09180,,Thiofentanyl
,DB09183,,"N-{6-[3-tert-butyl-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-2-methoxyphenyl]naphthalen-2-yl}methanesulfonamide"
,DB09185,,Viloxazinum
,DB09188,,3-methyl-3-(3-(methylamino)propyl)-1-phenyl-2-indolinone
,DB09190,,Phthalapromine
,DB09203,,p-synephrine
,DB09208,,Puricase
,DB09211,,Limaprost alfadex
,DB09213,,d-ibuproten
,DB09220,,SG-75
,DB09221,,Zinc L-carnosine
,DB09222,,Human fibrinogen
,DB09226,,RP5000
,DB09227,,Mepirodipine
,DB09228,,Recombinant human C1-inhibitor rabbit milk derived
,DB09237,,S-amlodipine
,DB09241,,Methylthioninium chloride
,DB09242,,"(2R,4R)-1-[(2S)-5-[(aminoiminomethyl)amino]-1-oxo-2-[[(1,2,3,4-tetrahydro-3-methyl-8- quinolinyl)sulfonyl]amino]pentyl]-4-methyl-2-piperidinecarboxylic acid"
,DB09246,,Mebamoxine
,DB09249,, 2-octylhydrazine
,DB09252,,Pivazide
,DB09253,,Safra
,DB09256,,1-(2-Tetrahydrofuryl)-5-fluorouracil
,DB09257,,Ts-1 (TN)
,DB09259,,Reviparin sodium
,DB09260,,Parnaparin sodium
,DB09263,,Patiromer FOS
,DB09264,,aDabi-Fab
,DB09265,,lixisénatide
,DB09266,,Technetium Tc99 tilmanocept
,DB09268,,Picosulphate
,DB09269,,ω-phenylacetic acid
,DB09270,,Coenzyme Q10
,DB09271,,Cimetropium ion
,DB09272,,"5-({(4-carbamoyl-2,6-dimethyl-L-phenylalanyl)[(1S)-1-(4-phenyl-1H-imidazol-2-yl)ethyl]amino}methyl)-2-methoxybenzoic acid"
,DB09273,,Doxophylline
,DB09274,,dihydroqinghasu hemsuccinate
,DB09275,,Tripotassium dicitratobismuthate
,DB09276,,Gold sodium thiomalate
,DB09277,,11C-choline chloride
,DB05269,,Medicinal charcoal
,DB09280,,lumacaftor
,DB09286,,Fluoropipamide
,DB09287,,polyoxyethylene
,DB12217,,Radioiodine
,DB09296,,"dimethyl ([(2S,5S)-1-(4-tert-butylphenyl)pyrrolidine-2,5-diyl]bis{(4,1-phenylene)carbamoyl(2S)pyrrolidine-2,1-diyl[(2S)-3-methyl-1-oxobutane-1,2-diyl]})biscarbamate"
,DB09297,,Veruprevir
,DB09298,,Silymarin I
,DB11535,,N-butylscopolammonium ion
,DB11339,,Chondroitin sulfates
,DB09306,,Inkazan
,DB09307,,Hydroxymaprotiline
,DB09309,,Leucomycin
,DB09310,,Recombinant Coagulation Factor XIII
,DB09311,,Polycarbophilum
,DB09312,,"Lymphocyte immune globulin, anti-thymocyte globulin"
,DB13043,,Technetium Tc 99m Pertechnetate
,DB09315,,"Xenon, Xe-133"
,DB09316,,Thallous Chloride Tl-201
,DB09317,,"Estrogens, Conjugated Synthetic A"
,DB09318,,"Estrogens, Conjugated Synthetic B"
,DB09319,,Indanyl carbenicillin
,DB09320,,Penicillin G procaine
,DB09321,,Zinkoxid
,DB09322,,"Zinc sulphate, anhydrous"
,DB09323,,Penicillin G benzathine
,DB09324,,Sulbactam Benzathine
,DB09326,,Ammonia N 13
,DB09327,,UFUR
,DB09328,,"Phosphatidylserine, DHA, and EPA"
,DB09329,,"Antihemophilic Factor (Recombinant), PEGylated"
,DB09330,,N-(2-{[2-(dimethylamino)ethyl](methyl)amino}-4-methoxy-5-{[4-(1-methyl-1H-indol-3-yl)pyrimidin-2-yl]amino}phenyl)prop-2-enamide
,DB09331,,HuMax-CD38
,DB09332,,Menadiol sodium diphosphate
,DB09333,,Ipodate
,DB09336,,Technetium Tc 99m nofetumomab merpentan
,DB09337,,"Air, synthetic medicinal"
,DB09338,,Mersal
,DB09339,,Myoscint indium In-111
,DB09341,,Grape sugar
,DB09343,,TPI
,DB09345,,Pramoxine
,DB09347,,Urokonic acid
,DB09348,,β-propiolactone
,DB09349,,Intrinsic factor
,DB09351,,(S)-betaxolol
,DB09352,,p-hydroxyamphetamine
,DB09355,,Sulfamylbenzamide
,DB09357,,Provitamin B
,DB00386,,Snakeroot
,DB09364,,Merethoxylline procaine
,DB09366,,Propyliodonum
,DB09369,,Polyestradioli phosphas
,DB09371,,Noretynodrelum
,DB09373,,Triethanolamine polypeptide
,DB09375,,Quimotripsina
,DB09378,,Fluprednisolonum
,DB09379,,Sutilaines
,DB09381,,"Menrium Component Estrogens, Esterified"
,DB09389,,Methylnorethindrone
,DB09393,,Amino acids NOS
,DB09470,,"Sodium acetate,anhydrous"
,DB09397,,Technetium Tc-99m Sulfur Colloid
,DB09398,,Fluoride-18 anion
,DB09403,,Acidum iocetamicum
,DB09407,,Magnesium chloride anhydrous
,DB09409,,Magnesium diacetate tetrahydrate
,DB09413,,"Potassium phosphate,monobasic"
,DB09414,,Secondary potassium phosphate
,DB09418,,"Perchloric acid, potassium salt"
,DB09419,,Wood sugar
,DB11240,,Iodine-123
,DB09421,,TSH-releasing hormone
,DB09425,,Indium In-111 pentetate
,DB09446,,Carthamus tinctorius seed oil
,DB09525,,Sodium phosphates
,DB09456,,Insulin purified beef
,DB09460,,Sodium salt of carbonic acid
,DB04077,,Trihydroxypropane
,DB09476,,"Sulfuric acid disodium salt, anhydrous"
,DB09473,,Indium-111 oxyquinoline
,DB09477,,Enalaprilat anhydrous
,DB09479,,Rubidium Rb-82 cation
,DB09487,,Iotrolum
,DB09488,,(2E)-3-{6-[(1E)-1-(4-methylphenyl)-3-(pyrrolidin-1-yl)prop-1-en-1-yl]pyridin-2-yl}acrylic acid
,DB09490,,Indium-111 chloride
,DB09493,,Technetium Tc-99m red blood cell kit
,DB09494,,palmityl alcohol
,DB09495,,Parsol 1789
,DB09496,,parsol
,DB12546,,Strontium-89 chloride
,DB09499,,Sulfurothioic S-acid
,DB09150,,"Fludeoxyglucose, F-18"
,DB09510,,"Urea, C-13"
,DB09512,,Simeticone
,DB09513,,"Urea, C-14"
,DB09516,,4-Methoxyphenol
,DB09517,,Ferric sodium gluconate complex
,DB09526,,quinol
,DB09527,,Synthetic porcine secretin
,DB06369,,Synthetic human secretin
,DB09534,,Terephthalylidene dicamphor sulfonic acid
,DB09540,,omega-3 Fatty acid ethyl esters
,DB09543,,Teaberry oil
,DB09546,,Iobenguane sulfate I 123
,DB09552,,Tonzonium
,DBSALT001586,,Sodium glycerophosphate anhydrous
,DB09571,,Levomethamphetamine
,DB10076,,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine"
,DB10307,,"Rotavirus vaccine, live, oral"
,DB10283,,Rabies virus vaccine flury-lep strain
,DB10286,,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10287,,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10288,,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10289,,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10290,,Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10291,,Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10292,,Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10293,,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10294,,Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10295,,Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10296,,Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10297,,Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10298,,Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine
,DB10299,,Recombinant human papillomavirus type 6 L1 protein
,DB10300,,Recombinant human papillomavirus type 11 L1 protein
,DB10301,,Recombinant human papillomavirus type 16 L1 protein
,DB10302,,Recombinant human papillomavirus type 18 L1 protein
,DB10310,,Recombinant human papillomavirus type 31 L1 protein
,DB10311,,Recombinant human papillomavirus type 33 L1 protein
,DB10312,,Recombinant human papillomavirus type 45 L1 protein
,DB10313,,Recombinant human papillomavirus type 52 L1 protein
,DB10314,,Recombinant human papillomavirus type 58 L1 protein
,DB10315,,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain"
,DB10316,,"Mumps Virus Vaccine Live, Jeryl Lynn Strain"
,DB10317,,Rubivirus rubella virus wistar ra 27/3 whole
,DB10318,,Varicella-zoster virus strain oka/merck live antigen
,DB10319,,pneumococcal capsular polysaccharide type 1 vaccine
,DB10320,,pneumococcal capsular polysaccharide type 2 vaccine
,DB10321,,pneumococcal capsular polysaccharide type 3 vaccine
,DB10322,,Pneumococcal polysaccharide serotype 4
,DB10323,,pneumococcal capsular polysaccharide type 5 vaccine
,DB10324,,Pneumococcal polysaccharide serotype 6B
,DB10325,,pneumococcal capsular polysaccharide type 7F vaccine
,DB10326,,pneumococcal capsular polysaccharide type 8 vaccine
,DB10327,,pneumococcal capsular polysaccharide type 9N vaccine
,DB10328,,Pneumococcal polysaccharide serotype 9V
,DB10329,,pneumococcal capsular polysaccharide type 10A vaccine
,DB10330,,pneumococcal capsular polysaccharide type 11A vaccine
,DB10331,,pneumococcal capsular polysaccharide type 12F vaccine
,DB10332,,Pneumococcal polysaccharide serotype 14
,DB10333,,pneumococcal capsular polysaccharide type 15B vaccine
,DB10334,,pneumococcal capsular polysaccharide type 17F vaccine
,DB10335,,Pneumococcal polysaccharide serotype 18C
,DB10336,,Pneumococcal polysaccharide serotype 19F
,DB10337,,pneumococcal capsular polysaccharide type 19A vaccine
,DB10338,,pneumococcal capsular polysaccharide type 20 vaccine
,DB10339,,pneumococcal capsular polysaccharide type 22F vaccine
,DB10340,,Pneumococcal polysaccharide serotype 23F
,DB10341,,pneumococcal capsular polysaccharide type 33F vaccine
,DB10342,,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine
,DB10343,,"BCG, Live, Tice Strain"
,DB10348,,white ash pollen extract
,DB10349,,Bahia grass pollen extract
,DB10350,,beech pollen extract
,DB10585,,Standardized bermuda grass pollen
,DB10352,,cherry birch pollen extract
,DB10353,,annual bluegrass pollen extract
,DB10354,,box elder maple pollen extract
,DB10355,,smooth brome pollen extract
,DB10356,,rough cocklebur pollen extract
,DB10359,,sheep sorrel pollen extract
,DB10361,,American elm pollen extract
,DB10362,,Siberian elm pollen extract
,DB10363,,hazelnut pollen extract
,DB10364,,shagbark hickory pollen extract
,DB10365,,Johnson grass pollen extract
,DB10366,,Standardized kentucky blue/june grass pollen
,DB10368,,lambs quarters pollen extract
,DB10369,,hard maple pollen extract
,DB10370,,Standardized meadow fescue grass pollen
,DB10371,,mesquite pollen extract
,DB10372,,mugwort sage pollen extract
,DB10373,,red mulberry pollen extract
,DB10374,,coast live oak pollen extract
,DB10377,,cultivated oat pollen extract
,DB10378,,european olive pollen extract
,DB10402,,Standardized orchard grass pollen
,DB10382,,English plantain pollen extract
,DB10383,,white poplar pollen extract
,DB10384,,false ragweed pollen extract
,DB05583,,Standardized short ragweed pollen allergenic extract
,DB10386,,giant ragweed pollen extract
,DB10387,,western ragweed pollen extract
,DB10388,,Russian thistle pollen extract
,DB10405,,Standardized perennial rye grass pollen
,DB10390,,common sagebrush pollen extract
,DB10391,,saltbush pollen extract
,DB10392,,American sycamore pollen
,DB10393,,western sycamore pollen extract
,DB05908,,Timothy pollen
,DB10395,,velvet grass pollen extract
,DB10396,,black walnut pollen extract
,DB10397,,California black walnut pollen extract
,DB10399,,Standardized cat pelt
,DB05902,,Mite D.F. (dermatophagoides farinae) standardized
,DB10401,,Mite D.P. (dermatophagoides pteronyssinus) standardized
,DB10403,,Standardized redtop grass pollen
,DB10404,,Sweet vernal grass pollen extract
,DB10406,,domestic cow skin extract
,DB10411,,kapok tree fiber extract
,DB10412,,house mouse skin extract
,DB10709,,Iris x germanica root
,DB10689,,American cockroach allergenic extract
,DB10692,,German cockroach allergenic extract
,DB10419,,red imported fire ant allergenic extract
,DB10420,,chicken feather extract
,DB10421,,duck feather extract
,DB10422,,goose feather extract
,DB10595,,Allergen pack alternaria tenuis
,DB10427,,Pullularia extract
,DB10441,,Rhizopus oryzae extract
,DB10443,,corn smut allergenic extract
,DB10444,,wheat loose smut extract
,DB10453,,tag alder pollen extract
,DB10454,,alfalfa pollen extract
,DB10455,,Arizona ash pollen extract
,DB10456,,aspen pollen extract
,DB10457,,southern bayberry pollen extract
,DB10458,,river birch pollen extract
,DB10459,,careless weed pollen extract
,DB10461,,red cedar pollen extract
,DB10462,,common cocklebur pollen extract
,DB10463,,eastern cottonwood pollen extract
,DB10464,,Fremont cottonwood pollen extract
,DB10465,,plains cottonwood pollen extract
,DB10466,,Arizona cypress pollen extract
,DB10467,,bald cypress pollen extract
,DB10468,,dogfennel pollen extract
,DB10469,,cedar elm pollen extract
,DB10471,,Canada goldenrod pollen extract
,DB10472,,hackberry pollen extract
,DB10473,,California juniper pollen extract
,DB10474,,black locust pollen extract
,DB10478,,Broad leaved paperbark pollen extract
,DB10479,,Mexican tea pollen extract
,DB10482,,queen palm pollen extract
,DB10483,,pepper tree pollen extract
,DB10484,,spiny pigweed pollen extract
,DB10485,,Australian pine pollen extract
,DB10486,,eastern white pine pollen extract
,DB10487,,shortleaf pine pollen extract
,DB10488,,privet pollen extract
,DB10489,,quackgrass pollen extract
,DB10490,,slender ragweed pollen extract
,DB10491,,southern ragweed pollen extract
,DB10493,,prairie sagebrush pollen extract
,DB10494,,salt grass pollen extract
,DB10495,,sweet gum pollen extract
,DB10496,,English walnut pollen extract
,DB10498,,wheat pollen extract
,DB05909,,Felis silvestris catus hair
,DB10504,,avocado oil
,DB10516,,Milk protein
,DB10526,,Red king crab
,DB10531,,Southern flounder
,DB10534,,Citrus X paradisi fruit
,DB10537,,lamb preparation
,DB11013,,"Lobster, unspecified"
,DB10546,,Oats preparation
,DB10550,,"Oyster, unspecified"
,DB10551,,Pisum sativum (pea) extract
,DB10552,,PEACH ALLERGENIC EXTRACT
,DB10555,,pecan pollen extract
,DB10559,,pistachio nut allergenic extract
,DB10563,,rice allergenic extract
,DB11015,,"Shrimp, unspecified"
,DB11016,,"Tuna, unspecified"
,DB10576,,vanilla bean allergenic extract
,DB10579,,whole wheat allergenic extract
,DB10580,,orange pekoe tea allergenic extract
,DB10582,,common wormwood pollen extract
,DB10583,,"tetanus toxoid vaccine, inactivated"
,DB10603,,Mongolian gerbil skin allergenic extract
,DB10604,,domestic goat skin extract
,DB10605,,Syrian hamster skin extract
,DB10606,,hog skin extract
,DB10607,,European rabbit skin extract
,DB10608,,rat skin extract
,DB10609,,silk allergenic extract
,DB10611,,beef liver allergenic extract
,DB10622,,sardine allergenic extract
,DB10920,,Whitefish
,DB10628,,Blackberry Flavor
,DB10629,,blueberry allergenic extract
,DB10635,,lime allergenic extract
,DB10640,,sugar beet allergenic extract
,DB10645,,lentil seed extract
,DB10650,,Raphanus sativa extract
,DB10653,,cashew nut allergenic extract
,DB11012,,"Hazelnut, unspecified"
,DB10670,,bay leaf allergenic extract
,DB10863,,Caraway
,DB10688,,house fly extract
,DB10690,,dog flea allergenic extract
,DB10691,,mosquito allergenic extract
,DB10693,,cat flea allergenic extract
,DB10697,,Curvularia inequalis allergenic extract
,DB10704,,oat smut allergenic extract
,DB10706,,wheat stem rust extract
,DB10407,,Cotton fiber
,DB10708,,Flaxseed extract
,DB10711,,jute fiber extract
,DB10712,,sisal fiber extract
,DB10713,,Canadian bluegrass pollen extract
,DB10714,,canary grass pollen extract
,DB10715,,grama grass pollen extract
,DB10716,,para grass pollen extract
,DB10717,,cultivated rye grass pollen extract
,DB10718,,giant wild rye pollen extract
,DB10719,,Western wheatgrass pollen extract
,DB10720,,Cootamundra wattle pollen extract
,DB10721,,red alder pollen extract
,DB10722,,white alder pollen extract
,DB10723,,Oregon ash pollen extract
,DB10724,,gray birch pollen extract
,DB10725,,salt cedar pollen extract
,DB10728,,redberry juniper pollen extract
,DB10729,,Rocky Mountain juniper pollen extract
,DB10730,,Utah juniper pollen extract
,DB10731,,western juniper pollen extract
,DB10732,,American basswood pollen extract
,DB10733,,mango blossom pollen extract
,DB10734,,coast maple pollen extract
,DB10736,,mulberry pollen extract
,DB10737,,black oak pollen extract
,DB10738,,bur oak pollen extract
,DB10739,,California black oak pollen extract
,DB10740,,Gambels oak pollen extract
,DB10741,,valley oak pollen extract
,DB10742,,water oak pollen extract
,DB10743,,orange pollen extract
,DB10744,,loblolly pine pollen extract
,DB10745,,longleaf pine pollen extract
,DB10746,,yellow pine pollen extract
,DB10747,,slash pine pollen extract
,DB10748,,scrub pine pollen extract
,DB10749,,western white pine pollen extract
,DB10750,,Lombard poplar pollen extract
,DB10751,,Russian olive pollen extract
,DB10752,,Arroyo willow pollen extract
,DB10753,,pussy willow pollen extract
,DB10951,,Populus trichocarpa pollen
,DB10755,,dandelion pollen extract
,DB10756,,Allscale pollen extract
,DB10757,,groundsel pollen extract
,DB10758,,Burrobrush pollen extract
,DB10759,,iodine bush pollen extract
,DB10760,,lens scale pollen extract
,DB10761,,California mugwort pollen extract
,DB10762,,dark leaved mugwort pollen extract
,DB10763,,nettle pollen extract
,DB10764,,poverty weed pollen extract
,DB10765,,rabbit bush pollen extract
,DB10766,,Greasewood pollen extract
,DB10767,,wing scale pollen extract
,DB10768,,wormwood sage pollen extract
,DB10770,,"foreskin fibroblast, neonatal"
,DB10771,,"Collagen Type I, Bovine"
,DB10772,,"foreskin keratinocyte, neonatal"
,DB10788,,Filamentous haemagglutinin adsorbed
,DB10789,,Pertactin adsorbed
,DB10790,,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated"
,DB10795,,"poliovirus vaccine inactivated, type 1 (Mahoney)"
,DB10796,,"poliovirus vaccine inactivated, type 2 (MEF-1)"
,DB10797,,"poliovirus vaccine inactivated, type 3 (Saukett)"
,DB10798,,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine
,DB10799,,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine
,DB10800,,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine
,DB10801,,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine
,DB10802,,"Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain"
,DB10803,,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain"
,DB10804,,"BCG, Live, Connaught Strain"
,DB10805,,"Yellow fever, live attenuated"
,DB10808,,Mucor extract
,DB10812,,Penicillium roquefortii allergenic extract
,DB10815,,green ash pollen extract
,DB10816,,shad scale pollen extract
,DB10819,,gliocladium allergenic extract
,DB10831,,paper birch pollen extract
,DB10832,,water birch pollen extract
,DB10833,,yellow birch pollen extract
,DB10834,,Bermuda grass smut extract
,DB10835,,Ustilago nuda
,DB10836,,cheat grass pollen extract
,DB10837,,sugar beet pollen extract
,DB10838,,Jerusalem oak pollen extract
,DB10845,,Algal fungi allergenic extract
,DB10846,,white-rot fungus extract
,DB10851,,Catfish
,DB10857,,canary feather extract
,DB10858,,white sweet clover pollen extract
,DB10859,,yellow sweet clover pollen extract
,DB10860,,broadleaf cattail pollen extract
,DB10866,,cricket allergenic extract
,DB10867,,dog hair extract
,DB10868,,white-tailed deer hair extract
,DB10871,,desert ragweed pollen extract
,DB10872,,weakleaf bur ragweed pollen extract
,DB10873,,Johnson grass smut extract
,DB10876,,domestic goat hair extract
