approved,country,dosage-form,dpd-id,ema-product-code,ema-product-number,ended-marketing-on,fda-application-number,generic,labeller,name,ncd-id,ncd-product-code,over-the-counter,route,source,started-marketing-on,strngth
True,Canada,Liquid,02300419,,,,,False,Alveda Pharmaceuticals Inc,"Succinylcholine Chloride Injection, USP 20mg/ml",,,False,Intravenous,DPD,2012-09-13,20 mg
True,EU,"Tablet, orally disintegrating",,EMEA/H/C/001076,EU/1/09/551/029,,,True,"Krka, D.D., Novo Mesto",Vizarsin,,,False,Oral,EMA,2009-09-21,100 mg
True,US,Capsule,,,,,NDA020931,False,Avera Mc Kennan Hospital,Tikosyn,,69189-5820,False,Oral,FDA NDC,2016-03-28,.5 mg/1
False,US,Capsule,,,,,,False,"South Coast Specialty Compounding, Inc. D/B/A Park Compounding",Pyrimethamine Leucovorin,,70260-480,False,Oral,FDA NDC,2015-11-30,
True,Canada,Tablet,00005665,,,1999-08-04,,False,Novartis,Serpasil 0.25mg,,,False,Oral,DPD,1954-12-31,0.25 mg
True,Canada,"Granule, for suspension, extended release",02354802,,,2015-07-31,,False,Pfizer,Zmax SR,,,False,Oral,DPD,2010-09-22,2 g
True,Canada,Tablet,02238208,,,2010-07-13,,False,Pro Doc Limitee,Ticlopidine-250,,,False,Oral,DPD,1999-11-18,250 mg
True,US,"Capsule, extended release",,,,,ANDA201291,True,"Paddock Laboratories, Inc.",Trospium Chloride ER,,0574-0118,False,Oral,FDA NDC,2013-06-07,60 mg/1
True,Canada,Gel,02446235,,,,,False,Galderma,Tactupump Forte,,,False,Topical,DPD,2016-01-04,
True,US,Tablet,,,,,NDA019815,False,"Physicians Total Care, Inc.",ProAmatine,,54868-5442,False,Oral,FDA NDC,2005-09-30,5 mg/1
False,,,,,,,,False,,,,,False,,,,
True,Canada,"Tablet, delayed release",02428164,,,,,True,Vanc Pharmaceuticals Inc,Van-pantoprazole,,,False,Oral,DPD,2015-11-16,40 mg
True,US,Tablet,,,,2018-03-09,ANDA076110,True,Cardinal Health,Torsemide,,55154-5057,False,Oral,FDA NDC,2010-01-14,20 mg/1
True,Canada,Tablet,02438755,,,,,True,Vanc Pharmaceuticals Inc,Van-citalopram,,,False,Oral,DPD,2016-02-01,40 mg
True,Canada,Tablet,02382105,,,,,True,Teva,Teva-eletriptan,,,False,Oral,DPD,2013-12-20,40 mg
False,,,,,,,,False,,,,,False,,,,
True,US,Solution,,,,,NDA021598,False,"Physicians Total Care, Inc.",Vigamox,,54868-4798,False,Ophthalmic,FDA NDC,2003-05-22,5 mg/mL
False,,,,,,,,False,,,,,False,,,,
True,Canada,Powder,02238618,,,,,False,Pfizer,Viracept -50mg,,,False,Oral,DPD,1998-09-21,50 mg
False,,,,,,,,False,,,,,False,,,,
True,EU,Tablet,,EMEA/H/C/000680,EU/1/06/366/022,,,False,Takeda Pharma A/S,Tandemact,,,False,Oral,EMA,2007-01-08,
True,US,Cream,,,,,ANDA075508,True,"Taro Pharmaceuticals U.S.A., Inc.",Psorcon,,51672-5292,False,Topical,FDA NDC,2014-08-01,5 mg/g
True,EU,Capsule,,EMEA/H/C/000128,EU/1/96/024/005,,,False,Merck Sharp & Dohme Limited,Crixivan,,,False,Oral,EMA,1996-10-04,400 mg
True,Canada,Liquid,02093197,,,1997-07-30,,False,Sanofi,Omniscan  Liq IV 287mg/ml,,,False,Intravenous,DPD,1994-12-31,287 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02246542,,,,,True,Teva,Teva-lovastatin,,,False,Oral,DPD,2003-01-20,20 mg
True,Canada,Liquid,02188899,,,2004-08-05,,False,Baxter Laboratories,Ethrane Liquid Inh,,,False,Respiratory (inhalation),DPD,1997-02-20,100 %
False,,,,,,,,False,,,,,False,,,,
True,Canada,Capsule,02438208,,,,,True,Torrent Pharmaceuticals Limited,Torrent-pregabalin,,,False,Oral,DPD,,300 mg
True,Canada,Capsule,02230102,,,,,True,Teva,Teva-temazepam,,,False,Oral,DPD,1996-12-18,30 mg
True,US,Tablet,,,,,ANDA087672,True,Mylan Pharmaceuticals,Methyclothiazide,,0378-0160,False,Oral,FDA NDC,1982-08-17,5 mg/1
True,US,"Granule, delayed release",,,,,ANDA074346,True,Jacobus Pharmaceutical,Paser,,49938-107,False,Oral,FDA NDC,1995-02-15,4 g/1
False,,,,,,,,False,,,,,False,,,,
True,Canada,Solution,02006391,,,2005-08-01,,False,Sanofi Synthelabo,Primacor Injection 1mg/ml,,,False,Intravenous,DPD,1995-12-31,1 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,00581291,,,2001-01-02,,False,Carter Horner Corp.,Butisol Sodium Tab 30mg,,,False,Oral,DPD,1982-12-31,30 mg
True,Canada,"Tablet, extended release",02367289,,,,,False,Boehringer Ingelheim (Canada) Ltd Ltee,Viramune XR,,,False,Oral,DPD,2011-09-27,400 mg
True,Canada,Lotion,02230453,,,2002-04-02,,False,"Stiefel Laboratories, Inc.",Oxizole,,,True,Topical,DPD,1998-05-21,10 mg
True,US,Ointment,,,,,ANDA076730,True,"Taro Pharmaceuticals U.S.A., Inc.",Alclometasone Dipropionate,,51672-1316,False,Topical,FDA NDC,2004-07-29,.5 mg/g
True,US,Capsule,,,,,ANDA089007,True,Mayne Pharma,Zebutal,,68308-554,False,Oral,FDA NDC,2013-12-26,
True,Canada,Tablet,02470179,,,,,False,"Emd Serono, A Division Of Emd Inc., Canada",Mavenclad,,,False,Oral,DPD,2017-11-30,10 mg
True,US,"Tablet, film coated, extended release",,,,,NDA021526,False,"Aphena Pharma Solutions Tennessee, Inc.",Ranexa,,43353-880,False,Oral,FDA NDC,2006-01-27,500 mg/1
True,Canada,"Tablet, delayed release",02171929,,,,,True,Teva,Teva-5 Asa,,,False,Oral,DPD,1995-12-31,400 mg
True,Canada,Tablet,00885452,,,2014-09-08,,True,Pharmascience Inc,PMS-benztropine Tab 0.5mg,,,False,Oral,DPD,1990-12-31,0.5 mg
True,US,Capsule,,,,,ANDA077562,True,Sandoz,Ziprasidone Hydrochloride,,0781-2168,False,Oral,FDA NDC,2013-02-13,80 mg/1
True,Canada,Tablet,00027499,,,2009-02-16,,False,Novartis,Sansert,,,False,Oral,DPD,1962-12-31,2 mg
True,Canada,Tablet,02242471,,,,,False,Pfizer,Dostinex,,,False,Oral,DPD,2000-06-30,0.5 mg
True,Canada,Liquid,02237187,,,,,False,Sandoz Canada Incorporated,Sandoz Idoxuridine,,,False,Topical,DPD,1999-02-15,0.1 %
True,US,Tablet,,,,,ANDA203887,True,"Nostrum Laboratories, Inc.",Dapsone,,29033-037,False,Oral,FDA NDC,2016-05-09,100 mg/1
True,US,Suppository,,,,,ANDA076850,True,"Pharma Derm, A Division Of Fougera Pharmaceuticals Inc.",Zazole,,0462-0348,False,Vaginal,FDA NDC,2006-07-12,80 mg/1
True,Canada,Solution,00498335,,,,,False,Omega Laboratories Ltd,Tremytoine,,,False,Intramuscular; Intravenous,DPD,1992-12-31,50 mg
True,Canada,Solution / drops,00036676,,,2011-08-04,,False,Allergan,Hms,,,False,Ophthalmic,DPD,1969-12-31,1 %
True,US,"Powder, for suspension",,,,,NDA050006,False,Pfizer Laboratories Div Pfizer Inc.,Vibramycin Monohydrate,,0069-0970,False,Oral,FDA NDC,1967-12-06,25 mg/5mL
True,Canada,Tablet,00003352,,,1996-09-20,,False,Allen & Hanburys A Glaxo Canada Ltd. Co.,Stilboestrol Tab 0.5mg,,,False,Oral,DPD,1951-12-31,.5 mg
False,,,,,,,,False,,,,,False,,,,
True,US,Cream,,,,,part333C,False,Zapotol Corp.,Zapotol Clotrimazole,,59428-359,True,Topical,FDA NDC,2012-08-07,10 mg/100g
True,US,Kit,,,,,part347,False,Zo Skin Health Inc,Zo Medical Zo Post Procedure Recovery System,,42851-082,True,,FDA NDC,2014-11-14,
True,US,Cream,,,,2018-04-05,NDA006530,False,Jazz Pharmaceuticals Commercial Corp.,AVC Vaginal,,66663-103,False,Vaginal,FDA NDC,1965-06-05,15 g/100g
True,Canada,Capsule,02032414,,,1997-08-13,,False,Eli Lilly & Co. Ltd.,Seromycin Cap 250mg,,,False,Oral,DPD,1994-12-31,250 mg
True,EU,Capsule,,EMEA/H/C/000480,EU/1/04/295/001,,,False,Shire Pharmaceutical Contracts Limited,Xagrid,,,False,Oral,EMA,2004-11-16,0.5 mg
True,Canada,Wafer,02238985,,,2015-03-02,,False,Eisai Limited,Gliadel Wafer,,,False,Intralesional,DPD,2002-07-02,7.7 mg
True,Canada,Tablet,00271365,,,2005-04-26,,False,Icn Pharmaceuticals,Sulfizole Tab 500mg,,,False,Oral,DPD,1963-12-31,500 mg
True,US,"Tablet, extended release",,,,2017-04-19,NDA019962,False,Remedy Repack,Toprolxl XL,,52125-726,False,Oral,FDA NDC,2013-10-04,100 mg/1
True,Canada,Cream,00623377,,,,,False,Columbia Laboratories,Eurax Cream 10%,,,True,Topical,DPD,1953-12-31,10 %
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02332442,,,,,False,Ranbaxy Inc.,Ropinirole Tablets,,,False,Oral,DPD,,5.0 mg
False,,,,,,,,False,,,,,False,,,,
True,US,Capsule,,,,,ANDA077317,True,Actavis Pharma Company,Isradipine,,16252-540,False,Oral,FDA NDC,2006-01-05,5 mg/1
True,Canada,Liquid,02228599,,,,,False,Bracco Imaging S.P.A.,Sinografin - Liq Iu,,,False,Intrauterine,DPD,1998-01-08,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02325152,,,2014-06-16,,True,Zymcan Pharmaceuticals Inc,Zym-topiramate,,,False,Oral,DPD,2009-06-23,200 mg
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,,NDA200175,False,"Daiichi Sankyo, Inc.",Tribenzor,,65597-118,False,Oral,FDA NDC,2010-07-31,
True,Canada,Liquid,00582212,,,,,False,Erfa Canada 2012 Inc,Amsa Pd Inj 50mg/ml,,,False,Intravenous,DPD,1983-12-31,50 mg
True,US,Tablet,,,,,ANDA040086,True,Purdue Pharmaceutical Products LP,Uniphyl,,67781-252,False,Oral,FDA NDC,1996-06-07,600 mg/1
True,US,Injection,,,,,ANDA091665,True,Par Pharmaceutical,Argatroban,,42023-182,False,Intravenous,FDA NDC,2015-06-01,250 mg/2.5mL
True,US,Injection,,,,,NDA020105,False,Par Pharmaceutical,Triostat,,42023-120,False,Intravenous,FDA NDC,2007-10-01,10 ug/mL
True,Canada,"Tablet, extended release",01989545,,,2001-07-20,,False,Hoechst Roussel Canada Inc.,Rythmodan-LA 250mg,,,False,Oral,DPD,1995-12-31,250 mg
True,US,Patch,,,,,NDA207962,False,Scilex Pharmaceuticals Inc.,Ztlido,,69557-111,False,Topical,FDA NDC,2018-02-28,36 mg/1
True,Canada,Solution,02382032,,,2015-07-17,,True,Valeo Pharma Corp.,Val-pamidronate Disodium,,,False,Intravenous,DPD,2012-11-01,9 mg
True,US,Tablet,,,,,ANDA074512,True,Walgreen,Wal Hist 12 Hour Relief,,0363-0707,True,Oral,FDA NDC,1996-05-31,1.34 mg/1
True,US,Tablet,,,,,NDA020482,False,Bayer,Precose,,50419-863,False,Oral,FDA NDC,2008-01-30,25 mg/1
True,Canada,"Capsule, extended release",02339269,,,,,False,Pro Doc Limitee,Venlafaxine XR,,,False,Oral,DPD,2010-02-03,150 mg
True,US,"Tablet, sugar coated",,,,,NDA020527,False,"Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.",Prempro,,0046-1106,False,Oral,FDA NDC,2009-09-21,
True,US,Solution,,,,2019-10-31,ANDA091340,True,Par Pharmaceutical,Travoprost Ophthalmic Solution 0.004%,,49884-044,False,Ophthalmic,FDA NDC,2013-04-15,.04 mg/mL
True,Canada,Cream,02246714,,,,,True,"Taro Pharmaceuticals, Inc.",Taro-amcinonide,,,False,Topical,DPD,2003-02-13,0.1 %
True,Canada,Capsule,02314592,,,,,True,Teva,Teva-atomoxetine,,,False,Oral,DPD,2010-09-16,60 mg
True,Canada,"Powder, for solution",02367351,,,,,False,Sandoz Canada Incorporated,Bleomycin for Injection USP,,,False,Intramuscular; Intrapleural; Intravenous; Subcutaneous,DPD,,15 unit
True,Canada,Tablet,00004626,,,,,False,Aspen Pharmacare Canada Inc.,Leukeran,,,False,Oral,DPD,1957-12-31,2 mg
True,US,Injection,,,,,ANDA204618,True,Heritage,Etomidate,,23155-522,False,Intravenous,FDA NDC,2012-09-13,2 mg/mL
True,Canada,"Powder, for solution",02229566,,,,,False,Pfizer,Tomudex,,,False,Intravenous,DPD,1996-11-18,2 mg
True,Canada,Ring,02253186,,,,,False,Merck Ltd.,NuvaRing,,,False,Vaginal,DPD,2004-12-02,
True,Canada,"Capsule, extended release",02254220,,,,,False,Ethypharm,Zomorph,,,False,Oral,DPD,,200 mg
True,Canada,Solution,02439409,,,,,False,Fresenius Kabi,"Ropivacaine Hydrochloride Injection, USP",,,False,Epidural,DPD,,10 mg
True,US,"Injection, solution",,,,,ANDA077250,True,Septodont,Vivacaine,,0362-9011,False,Subcutaneous,FDA NDC,2009-12-17,
False,,,,,,,,False,,,,,False,,,,
True,US,Cream,,,,,NDA020629,True,"Renaissance Pharma, Inc.",Penciclovir,,40085-415,False,Topical,FDA NDC,2016-10-01,10 mg/g
True,US,"Tablet, coated",,,,,NDA021356,False,State of Florida DOH Central Pharmacy,Viread,,53808-0810,False,Oral,FDA NDC,2009-07-01,300 mg/1
True,Canada,Capsule,02042118,,,1997-08-14,,False,Wyeth Ayerst Canada Inc.,Fluclox-250 Cap 250mg,,,False,Oral,DPD,1995-12-31,250 mg
True,US,"Injection, solution",,,,,ANDA207239,True,Gland Pharma Limited,Tranexamic acid Tranexamic acid,,68083-160,False,Intravenous,FDA NDC,2017-02-22,100 mg/mL
True,Canada,"Powder, for solution",02247437,,,,,False,Merck Ltd.,Invanz,,,False,Intramuscular; Intravenous,DPD,2003-08-27,1 g
True,US,Kit,,,,,ANDA202689,True,"Xiromed, Llc.",Volnea,,70700-122,False,,FDA NDC,2017-12-01,
True,Canada,"Powder, for solution",00381799,,,2006-05-29,,False,Bristol Myers Squibb,Mutamycin Inj 5mg/vial,,,False,Intravenous; Intravesical,DPD,1977-12-31,0.5 mg
False,,,,,,,,False,,,,,False,,,,
True,US,Gel,,,,2017-04-30,NDA021056,False,Eisai Limited,Targretin,,62856-604,False,Topical,FDA NDC,2000-06-28,1 g/100g
True,US,"Injection, solution",,,,2018-02-20,ANDA090924,True,Genera Medix Inc.,Ibutilide Fumarate,,10139-705,False,Intravenous,FDA NDC,2010-01-12,.1 mg/mL
True,Canada,"Powder, for solution",00555665,,,2000-08-03,,False,Eli Lilly & Co. Ltd.,Eldisine Inj 5mg/2ml,,,False,Intravenous,DPD,1982-12-31,5 mg
True,Canada,Tablet,00298964,,,2005-04-26,,False,Icn Pharmaceuticals,Uridon Tab 50mg,,,False,Oral,DPD,1974-12-31,50 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Capsule,00233994,,,1996-09-10,,False,Sands Pharm,Pentobarbital Sodium Cap 50mg,,,False,Oral,DPD,1972-12-31,50 mg
True,Canada,Capsule,02238546,,,2012-07-23,,False,Pro Doc Limitee,Valproic-250,,,False,Oral,DPD,1998-11-25,250 mg
True,US,"Injection, powder, for solution",,,,,NDA050095,False,Akorn,Capastat Sulfate,,17478-080,False,Intramuscular; Intravenous,FDA NDC,2009-08-01,1 g/1
True,US,"Tablet, orally disintegrating",,,,,NDA021231,False,Impax Specialty Pharma,Zomig Zmt,,64896-692,False,Oral,FDA NDC,2012-07-02,5 mg/1
True,US,Solution,,,,2017-10-17,ANDA090468,True,"Hawthorn Pharmaceuticals, Inc.",Zyfrel,,63717-893,False,Oral,FDA NDC,2016-04-14,
True,Canada,Tablet,02248676,,,,,False,Astra Zeneca,Iressa,,,False,Oral,DPD,2003-12-17,250 mg
False,US,Syrup,,,,2017-03-01,,False,"Vertical Pharmaceuticals, Inc.",Zotex-C,,68025-037,False,Oral,FDA NDC,2008-10-10,
True,US,"Injection, powder, lyophilized, for solution",,,,,NDA050684,False,"Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.",Zosyn Pharmacy Bulk Package,,0206-8859,False,Intravenous,FDA NDC,1993-11-01,
True,Canada,Liquid,02242457,,,,,True,Pharmascience Inc,PMS-dihydroergotamine,,,False,Intramuscular; Intravenous; Subcutaneous,DPD,,1 mg
True,Canada,Tablet,00140651,,,2004-07-29,,False,"Merck Frosst Canada & Cie, Merck Frosst Canada & Co.",Triavil Tab,,,False,Oral,DPD,1963-12-31,
True,US,"Injection, powder, lyophilized, for solution",,,,,ANDA075837,True,Fresenius Kabi,Floxuridine,,63323-145,False,Intra-arterial,FDA NDC,2001-03-15,500 mg/5mL
True,US,"Tablet, film coated",,,,,NDA020697,True,Oceanside Pharmaceuticals,Tolcapone,,68682-938,False,Oral,FDA NDC,2004-07-27,100 mg/1
True,Canada,Suspension,00432814,,,,,False,Sandoz Canada Incorporated,Sandoz Fluorometholone,,,False,Ophthalmic,DPD,2012-07-24,0.1 %
True,Canada,Solution,02450089,,,,,False,Sterimax Inc,Sodium Nitroprusside for Injection,,,False,Intravenous,DPD,,25 mg
True,Canada,Syrup,00506125,,,1997-07-22,,False,Therapex Division De E Z Em Canada Inc,Sirop De Calcium 625mg/5ml,,,True,Oral,DPD,1980-12-31,625 mg
True,Canada,Tablet,02319446,,,,,True,Teva,Teva-hydromorphone,,,False,Oral,DPD,2011-11-16,8 mg
True,US,Capsule,,,,,NDA204768,False,"Iroko Pharmaceuticals, LLC",Tivorbex,,42211-202,False,Oral,FDA NDC,2015-07-06,40 mg/1
True,Canada,Tablet,02170078,,,2002-02-06,,False,Wyeth Ayerst Canada Inc.,Myambutol Tablets  -  400 mg,,,False,Oral,DPD,1996-11-15,400 mg
True,US,"Tablet, film coated, extended release",,,,,NDA205649,False,Astra Zeneca Lp,Xigduo XR,,0310-6280,False,Oral,FDA NDC,2014-11-14,
True,Canada,Solution,02216221,,,,,True,Teva,Teva-ipratropium Sterinebs,,,False,Respiratory (inhalation),DPD,1998-03-04,250 mcg
True,Canada,Tablet,02388413,,,,,True,Paladin Labs Inc,PMS-methadone,,,False,Oral,DPD,,25 mg
True,US,"Tablet, orally disintegrating",,,,,NDA021086,False,Eli Lilly & Co. Ltd.,ZYPREXA Zydis,,0002-4456,False,Oral,FDA NDC,2001-09-01,20 mg/1
True,Canada,Tablet,02302926,,,,,True,Teva,Teva-atenolol/chlorthalidone,,,False,Oral,DPD,2007-12-12,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Cream,02247238,,,,,False,Valeant Canada Lp Valeant Canada S.E.C.,Elidel,,,False,Topical,DPD,2003-03-24,1 %
True,US,"Capsule, gelatin coated",,,,,ANDA201361,True,Bayer Health Care Llc.,Zegerid OTC,,11523-7276,True,Oral,FDA NDC,2017-10-01,
True,Canada,Tablet,00283991,,,,,False,Valeant Canada Lp Valeant Canada S.E.C.,Tebrazid Tab 500mg,,,False,Oral,DPD,1973-12-31,500 mg
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated, extended release",,,,,NDA021150,False,"Johnson & Johnson Consumer Inc., Mc Neil Consumer Healthcare Division",ZYRTEC-D Allergy Plus Congestion,,50580-728,True,Oral,FDA NDC,2008-01-01,
True,Canada,Tablet,00590908,,,1997-08-05,,False,"Merrell Pharms Inc., Division Of Merrell Dow (Can)",Seldane Tab 60mg,,,False,Oral,DPD,1983-12-31,60 mg
True,Canada,Tablet,02229401,,,,,True,Laboratoires Trianon Inc,Tria-diltiazem 60 Mg Tablets,,,False,Oral,DPD,,60 mg
True,Canada,Tablet,00322741,,,2001-01-25,,False,"Merck Frosst Canada & Cie, Merck Frosst Canada & Co.",Triptil Tab 10mg,,,False,Oral,DPD,1966-12-31,10 mg
True,US,"Injection, solution",,,,2017-05-10,NDA005619,False,Merck Sharp & Dohme Limited,Aminohippurate Sodium Pah,,0006-3395,False,Intravenous,FDA NDC,1944-12-30,2 g/10mL
True,Canada,"Tablet, extended release",02245565,,,,,False,Sanofi Aventis,Xatral,,,False,Oral,DPD,2002-02-21,10 mg
True,US,"Tablet, chewable",,,,,NDA005856,False,Abbvie,Tridione,,0074-3753,False,Oral,FDA NDC,1946-01-25,150 mg/1
True,US,Suspension,,,,,NDA206356,False,SWEDISH ORPHAN BIOVITRUM AB (PUBL),Orfadin,,66658-204,False,Oral,FDA NDC,2016-06-01,4 mg/mL
True,Canada,Tablet,02238334,,,,,True,Teva,Teva-clobazam,,,False,Oral,DPD,1998-07-07,10 mg
True,US,Solution,,,,,NDA019501,False,Johnson & Johnson,Womens Rogaine Unscented,,69968-0090,True,Topical,FDA NDC,2010-08-01,20 mg/mL
True,Canada,Tablet,02185415,,,2012-09-04,,True,Nu Pharm Inc,Nu-megestrol - Tab 40mg,,,False,Oral,DPD,1996-12-31,40 mg
True,US,Tablet,,,,,NDA012429,False,Aspen Global Inc.,Tabloid,,76388-880,False,Oral,FDA NDC,2013-03-12,40 mg/1
True,US,Tablet,,,,,ANDA091577,True,"Pd Rx Pharmaceuticals, Inc.",Methylergonovine Maleate,,43063-329,False,Oral,FDA NDC,2011-08-01,.2 mg/1
False,,,,,,,,False,,,,,False,,,,
True,US,Kit,,,,,NDA050814,False,Gilead Sciences,Cayston,,61958-0901,False,,FDA NDC,2010-02-22,
True,Canada,Tablet,02229946,,,2008-08-07,,False,Johnson & Johnson Merck Consumer Pharmaceuticals Of Canada,Parafon Forte Tablets,,,True,Oral,DPD,1997-07-31,
True,Canada,Tablet,00587729,,,1999-08-04,,False,Novartis,Cytadren Tab 250mg,,,False,Oral,DPD,1983-12-31,250 mg
True,US,Tablet,,,,2016-03-31,ANDA076175,True,Sandoz,Mefloquine Hydrochloride,,0781-5076,False,Oral,FDA NDC,2002-02-20,250 mg/1
True,Canada,Tablet,00889210,,,2001-04-11,,False,Shepherd Pharmaceuticals Inc.,Trisulfaminic Tab,,,False,Oral,DPD,1959-12-31,
True,US,"Powder, for solution",,,,,NDA205065,False,Biomarin International Limited,Kuvan,,68135-482,False,Oral,FDA NDC,2015-05-27,500 mg/1
True,Canada,Solution,02327643,,,,,False,Sandoz Canada Incorporated,Vinorelbine Tartrate Injection USP,,,False,Intravenous,DPD,,10 mg
True,Canada,"Powder, for solution",02441683,,,,,True,Genmed A Division Of Pfizer Canada Inc,Gd-anidulafungin,,,False,Intravenous,DPD,,100 mg
True,US,Suspension,,,,,NDA203479,False,"Trupharma, Llc",Versacloz,,52817-601,False,Oral,FDA NDC,2018-06-15,50 mg/mL
True,Canada,Tablet,02045702,,,,,True,Teva,Teva-sucralfate,,,False,Oral,DPD,1993-12-31,1 g
True,Canada,Tablet,02237735,,,1999-10-27,,False,Otsuka Pharma Gmbh,Raxar,,,False,Oral,DPD,1998-07-01,200 mg
True,Canada,Liquid,02313324,,,2009-11-20,,False,Zicam Llc,Zicam Multi-symptom Cold & Flu Nighttime,,,True,Oral,DPD,2008-10-30,
True,US,Kit,,,,,ANDA201088,True,"Xiromed, Llc.",Vienva TM,,70700-118,False,,FDA NDC,2018-03-15,
True,Canada,Solution,02358743,,,,,False,Sterimax Inc,"Norepinephrine Bitartrate Injection, USP",,,False,Intravenous,DPD,,1 mg
True,US,Injection,,,,,NDA020638,False,Gilead Sciences,Vistide,,61958-0101,False,Intravenous,FDA NDC,1996-06-26,75 mg/mL
True,Canada,Tablet,02325187,,,2014-06-16,,True,Zymcan Pharmaceuticals Inc,Zym-mirtazapine,,,False,Oral,DPD,2009-06-23,30 mg
True,Canada,Tablet,00021547,,,2005-08-10,,True,Novopharm Limited,Novo-mepro 400mg,,,False,Oral,DPD,1967-12-31,400 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Solution,02246619,,,,,False,Pfizer,Xalacom,,,False,Ophthalmic,DPD,2002-10-24,
True,US,Inhalant,,,,,NDA022387,False,United Therapeutics,Tyvaso,,66302-206,False,Oral,FDA NDC,2009-08-14,1.74 mg/2.9mL
True,US,"Granule, for suspension",,,,,NDA017563,False,Pharmacia & Upjohn Inc,Flavored Colestid,,0009-0370,False,Oral,FDA NDC,1977-04-04,5 g/7.5g
True,US,Tablet,,,,,ANDA040254,True,Remedy Repack,Trihexyphenidyl Hydrochloride,,52125-912,False,Oral,FDA NDC,2014-04-18,2 mg/1
True,US,"Injection, solution",,,,,ANDA202521,True,Sandoz,Palonosetron Hydrochloride,,0781-3312,False,Intravenous,FDA NDC,2018-03-23,.25 mg/5mL
False,,,,,,,,False,,,,,False,,,,
True,Canada,Capsule,02230360,,,,,True,Teva,Teva-mexiletine,,,False,Oral,DPD,1997-02-17,200 mg
True,Canada,"Powder, for solution",02153432,,,,,False,Pfizer,Zinecard,,,False,Intravenous,DPD,1995-12-31,250 mg
True,Canada,Tablet,02342804,,,2014-06-16,,True,Zymcan Pharmaceuticals Inc,Zym-amlodipine,,,False,Oral,DPD,2010-04-29,10.0 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Tablet,,,,2017-06-20,ANDA073281,True,A S Medication Solutions,Triamterene hydrochlorothiazide,,50090-2504,False,Oral,FDA NDC,1992-04-30,
True,Canada,Solution,02242466,,,,,False,Endo Pharmaceuticals Solutions Inc.,Valtaxin,,,False,Intravesical,DPD,2001-04-23,40 mg
True,Canada,Tablet,00306290,,,2005-04-26,,False,Icn Pharmaceuticals,Procyclid Tab 5mg,,,False,Oral,DPD,1974-12-31,5 mg
False,US,Syrup,,,,2017-03-01,,False,"Vertical Pharmaceuticals, Inc.",Zotex-C,,68025-037,False,Oral,FDA NDC,2008-10-10,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Solution,02242320,,,,,False,Pendopharm Division Of De Pharmascience Inc,Toloxin,,,False,Oral,DPD,2001-06-01,0.05 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,01927744,,,,,False,Erfa Canada 2012 Inc,Parsitan 50mg,,,False,Oral,DPD,1952-12-31,50 mg
True,US,Solution,,,,,NDA203340,False,Arbor Pharmaceuticals,Nymalize,,24338-200,False,Oral,FDA NDC,2013-06-03,60 mg/20mL
True,Canada,"Aerosol, metered",00374407,,,2004-07-21,,False,Schering Plough,Vanceril AEM 50mcg,,,False,Respiratory (inhalation),DPD,1976-12-31,50 mcg
