drugbank-id,kind,source,value
NUTR00038,Melting Point,PhysProp,283 dec °C
NUTR00038,logP,"HANSCH,C ET AL. (1995)",-1.87
NUTR00038,logS,"ADME Research, USCD",-0.42
NUTR00038,pKa,ULLMANN VA2:63 (1985),2.28 (at 25 °C)
NUTR00059,Water Solubility,"SEIDELL,A (1941)",479 mg/L (at 25 °C)
NUTR00059,Melting Point,PhysProp,343 dec °C
NUTR00059,logP,"HANSCH,C ET AL. (1995)",-2.26
NUTR00059,logS,"ADME Research, USCD",-2.57
NUTR00059,pKa,"LEHNINGER,A (1975)",2.2 (at 25 °C)
DB05314,Water Solubility,,Insoluble
DB05314,Melting Point,"Uskokovic, M.R., Narwid, T.A., lacobelli, J.A. and Baggiolini, E.; U.S. Patent 3,993,675;
November 23, 1976; assigned to Hoffmann-La Roche, Inc.",113-114
DB05314,logP,,5
DB11138,Water Solubility,,Insoluble
DB11138,Melting Point,PhysProp,196 °C
DB11138,logP,,7.9
NUTR00023,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",190 mg/L (at 20 °C)
NUTR00023,Melting Point,PhysProp,260.5 dec °C
NUTR00023,logP,"CHMELIK,J ET AL. (1991)",-5.08
NUTR00023,pKa,MERCK INDEX (1996),1
NUTR00054,Water Solubility,"YALKOWSKY,SH & HE,Y (2003)",8.32E+004 mg/L (at 25 °C)
NUTR00054,Melting Point,PhysProp,188 °C
NUTR00054,Boiling Point,PhysProp,235 dec °C
NUTR00054,logP,"HANSCH,C ET AL. (1995)",-0.59
NUTR00054,logS,"ADME Research, USCD",-0.2
NUTR00054,pKa,"DEAN,JA (1987)",4.21 (at 25 °C)
DB09358,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",84.7 mg/L (at 25 °C)
DB09358,Melting Point,PhysProp,280 dec °C
DB09358,logP,"HANSCH,C ET AL. (1995)",-1.46
DB09358,logS,"ADME Research, USCD",-3.68
DB09358,pKa,"BUDAVARI,S ET AL. (1996)",10.2
NUTR00040,Melting Point,,205 °C
NUTR00040,logP,,-2.1
NUTR00027,Water Solubility,"BULL,HB ET AL. (1978)",8570 mg/L (at 25 °C)
NUTR00027,Melting Point,PhysProp,224 dec °C
NUTR00027,logP,"HANSCH,C ET AL. (1995)",-3.69
NUTR00027,pKa,"KORTUM,G ET AL (1961)",2.23 (at 0 °C)
EXPT01650,Melting Point,PhysProp,195 °C
EXPT01650,logP,,-6.4
NUTR00048,logP,,-3.5
NUTR00028,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2.49E+005 mg/L (at 25 °C)
NUTR00028,Melting Point,PhysProp,262 dec °C
NUTR00028,logP,"HANSCH,C ET AL. (1995)",-3.21
NUTR00028,pKa,"KORTUM,G ET AL (1961)",2.37 (at 20 °C)
APRD00428,Water Solubility,,Insoluble
APRD00428,logP,,6
NUTR00049,Water Solubility,"COFFEN,DL (1978)",5E+005 mg/L
NUTR00049,Melting Point,PhysProp,165 °C
NUTR00049,logP,,0
NUTR00022,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.33E+004 mg/L (at 18 °C)
NUTR00022,Melting Point,PhysProp,255 dec °C
NUTR00022,logP,,-0.2
NUTR00033,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2.15E+004 mg/L (at 25 °C)
NUTR00033,Melting Point,PhysProp,293 °C
NUTR00033,logP,"HANSCH,C ET AL. (1995)",-1.52
NUTR00033,pKa,"KORTUM,G ET AL (1961)",2.35 (at 13 °C)
EXPT02064,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.34E+004 mg/L (at 25 °C)
EXPT02064,Melting Point,PhysProp,290.5 dec °C
EXPT02064,logP,"HANSCH,C ET AL. (1995)",-1.06
EXPT02064,logS,"ADME Research, USCD",-1.23
EXPT02064,pKa,"KORTUM,G ET AL (1961)",7.38 (at 25 °C)
DB09485,Water Solubility,BEILSTEIN,2.77E+005 mg/L (at 25 °C)
DB09485,Melting Point,PhysProp,240 dec °C
DB09485,logP,"HANSCH,C ET AL. (1995)",-2.49
DB09485,pKa,MERCK INDEX (1996); pK1,1.71
EXPT03222,Water Solubility,MERCK INDEX (1996); approx.,5E+005 mg/L
EXPT03222,Melting Point,PhysProp,248 dec °C
APRD00426,Water Solubility,"TOMLIN,C (1994)",50 mg/L
APRD00426,Melting Point,PhysProp,116.5 °C
APRD00426,logP,,7.3
NUTR00032,logP,,6.8
NUTR00021,Water Solubility,,200 g/L (at 20 °C)
NUTR00021,Melting Point,PhysProp,235.5 °C
NUTR00021,logP,SANGSTER (1994),-3.19
NUTR00021,pKa,"KORTUM,G ET AL (1961)",2.43 (at 25 °C)
NUTR00057,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",9.7E+004 mg/L (at 25 °C)
NUTR00057,Melting Point,PhysProp,256 dec °C
NUTR00057,logP,"HANSCH,C ET AL. (1995)",-2.94
NUTR00057,logS,"ADME Research, USCD",-0.09
NUTR00057,pKa,,5.60
DB03527,Melting Point,,140.0-142.0 °C
DB03527,logP,,-5.1
NUTR00025,Water Solubility,MERCK INDEX (1983),1.6 mg/L (at 25 °C)
NUTR00025,Melting Point,PhysProp,250 dec °C
NUTR00025,logP,,-2.5
NUTR00024,logP,,6.1
NUTR00013,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.64E+005 mg/L (at 25 °C)
NUTR00013,Melting Point,PhysProp,300 dec °C
NUTR00013,logP,SANGSTER (1994),-2.85
NUTR00013,pKa,"KORTUM,G ET AL (1961)",2.34 (at 25 °C)
NUTR00060,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5.85E+004 mg/L (at 25 °C)
NUTR00060,Melting Point,PhysProp,315 °C
NUTR00060,logP,"HANSCH,C ET AL. (1995)",-2.26
NUTR00060,pKa,"KORTUM,G ET AL (1961)",2.3 (at 13 °C)
APRD00486,Water Solubility,,0.671 mg/L
APRD00486,Melting Point,PhysProp,63.5 °C
APRD00486,logP,BIOBYTE (1995),5.68
EXPT03227,Water Solubility,,"Insoluble in water, but water-dispersible."
EXPT03227,Melting Point,PhysProp,3 °C
EXPT03227,logP,,10
APRD00204,Water Solubility,,2.2E+005 mg/L
APRD00204,Melting Point,PhysProp,159-162 °C
APRD00204,logP,SANGSTER (1993),-0.77
NUTR00035,Water Solubility,,Insoluble
NUTR00035,Melting Point,PhysProp,60.5 °C
NUTR00035,Boiling Point,PhysProp,162.5 °C
NUTR00035,logP,,2.1
NUTR00031,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",3.44E+004 mg/L (at 25 °C)
NUTR00031,Melting Point,PhysProp,285.5 dec °C
NUTR00031,logP,"HANSCH,C ET AL. (1995)",-1.70
NUTR00031,pKa,"KORTUM,G ET AL (1961)",2.37 (at 0 °C)
NUTR00046,Water Solubility,,"The solubility of aspartame in water is dependent on pH and temperature, the maximum solubility is reached at pH 2.2 (20 mg/mL at 25 °C) and the minimum solubility at pH 5.2 (pHi) is 13.5 mg/mL at 25 °C."
NUTR00046,Melting Point,"Schlatter, J.M.; US.Patent 3,492,131; January 27, 1970; assigned to G.D. Searle & Co.",about 190 and 245-247
NUTR00046,logP,,-0.1
APRD00506,Water Solubility,,Insoluble
APRD00506,Melting Point,PhysProp,84.5 °C
APRD00506,logP,,7.5
NUTR00062,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",160 mg/L (at 30 °C)
NUTR00062,Melting Point,PhysProp,107 °C
NUTR00062,logP,"HANSCH,C ET AL. (1995)",2.20
NUTR00062,logS,"ADME Research, USCD",-3.03
EXPT00007,Water Solubility,MERCK INDEX (1996); freely soluble,1E+006 mg/L
EXPT00007,Melting Point,,176 °C
EXPT00007,logP,,-5.5
NUTR00047,Water Solubility,MERCK INDEX (1996),1.62E+005 mg/L (at 25 °C)
NUTR00047,Melting Point,PhysProp,221 dec °C
NUTR00047,logP,"HANSCH,C ET AL. (1995)",-2.54
EXPT00520,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1030 mg/L (at 25 °C)
EXPT00520,Melting Point,PhysProp,360 dec °C
EXPT00520,logP,"HANSCH,C ET AL. (1995)",-0.09
EXPT00520,logS,"ADME Research, USCD",-2.12
EXPT00520,pKa,"KORTUM,G ET AL (1961)",4.15 (at 25 °C)
NUTR00015,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2.94E+004 mg/L (at 25 °C)
NUTR00015,Melting Point,PhysProp,234-235 °C
NUTR00015,logP,"CHMELIK,J ET AL. (1991)",-3.82
NUTR00015,logS,"ADME Research, USCD",-0.74
NUTR00015,pKa,"KORTUM,G ET AL (1961)",8.82 (at 18 °C)
APRD00328,Water Solubility,FDA label ,Soluble 
APRD00328,Melting Point,MSDS,171.2 - 173°C
APRD00328,logP,FDA label ,0.59 
APRD00425,Melting Point,"Welle, H.B.A. and Claassen, V.; U.S. Patent 4,085,225; April 18, 1978; assigned to U.S. Phillips Corp.",120-121.5 °C
APRD00425,logP,,3.2
APRD00133,Melting Point,,116-117 °C
APRD00133,logP,,5.8
APRD00009,Water Solubility,,3.5mg/L
APRD00009,Melting Point,PhysProp,109 °C
APRD00009,logP,,2.9
DB05900,Melting Point,PhysProp,185.5 °C
DB05900,logP,,5.8
APRD00976,Water Solubility,,Practically insoluble
APRD00976,Melting Point,"American Cyanamid Co.; British Patent 933,867; August 14, 1963.",226-230
APRD00976,logP,,1.1
APRD00551,Water Solubility,,2090 mg/L
APRD00551,Melting Point,"Keberle, H., Faigle, J.W. and Wilhelm, M.; U.S. Patent 3,471,548; October 7, 1969; assigned
to Ciba Corporation.
Keberle, H., Faigle, J.W. and Wilhelm, M.; U.S. Patent 3,634,428; January 11, 1972; assigned
to Ciba Corporation.",206-208 °C
APRD00551,logP,,1.3
APRD00480,Water Solubility,,Slightly
APRD00480,Melting Point,,Volatizes slowly at room temperature
APRD00480,logP,"HANSCH,C ET AL. (1995)",1.76
APRD00480,pKa,"PERRIN,DD (1965)",10.1 (at 20 °C)
APRD01172,Melting Point,PhysProp,229 dec °C
APRD01172,logP,,1.6
DB11303,Water Solubility,"SEIDELL,A (1941)",1E+006 mg/L
DB11303,Melting Point,PhysProp,-79 °C
DB11303,Boiling Point,PhysProp,247 °C
DB11303,logP,"HANSCH,C ET AL. (1995)",1.17
DB11303,logS,"ADME Research, USCD",0.79
DB11303,caco2 Permeability,"ADME Research, USCD",-4.71
DB11303,pKa,http://www.surgeongeneral.gov/library/reports/50-years-of-progress/sgr50-chap-5.pdf,8.5
APRD00224,Water Solubility,,Very soluble
APRD00224,Melting Point,,201-203 °C (HCl salt)
APRD00224,logP,,1.3
APRD00116,Water Solubility,MERCK INDEX (1996),80 mg/L
APRD00116,Melting Point,"British Patent 1,022,642.",192-194
APRD00116,logP,"HANSCH,C ET AL. (1995)",2.39
APRD00116,logS,"ADME Research, USCD",-3.6
APRD00116,pKa,MERCK INDEX (1996); pK1,13
APRD00954,Water Solubility,,Very soluble as hydrochloride salt
APRD00954,logP,,1.7
DB07475,Water Solubility,,"The solubility of bortezomib, as the monomeric boronic acid, is 3.3 to 3.8 mg/mL in a pH range of 2 to 6.5."
APRD00958,Boiling Point,"Bayley, A. and McLamore, W.M.; U.S. Patent 2,746,900; May 22,1956; assigned to Chas.
Pfizer & Co., Inc.",28.5-30
APRD00958,logP,,1.8
APRD00160,Water Solubility,,3.8 mg/L
APRD00160,Melting Point,PhysProp,208 °C
APRD00160,logP,,-1.9
APRD00093,Water Solubility,,18.6 g/L
APRD00093,Melting Point,,205 °C
APRD00093,logP,"HANSCH,C ET AL. (1995)",1.90
APRD01032,Water Solubility,,1.88 mg/L
APRD01032,Melting Point,PhysProp,94-95 °C
APRD01032,logP,"MANNHOLD,R ET AL. (1990)",3.11
APRD00028,Water Solubility,,Soluble 
APRD00028,Melting Point,,180-181 °C
APRD00028,logP,FDA label ,2.4
APRD00028,pKa,FDA label ,9.41
EXPT02753,logP,,-2.115
APRD00245,Water Solubility,,451 mg/L
APRD00245,Melting Point,PhysProp,70-72 °C
APRD00245,logP,"RECANATINI,M (1992)",2.81
APRD00245,caco2 Permeability,"ADME Research, USCD",-4.81
APRD00245,pKa,,9.4
APRD00327,Water Solubility,,1 mg/L
APRD00327,Melting Point,,138-140 °C
APRD00327,logP,,0.4
APRD00488,Melting Point,,184-186 °C
APRD00488,logP,,3.6
APRD01148,Water Solubility,,Soluble
APRD01148,logP,,1
APRD00953,Water Solubility,European Pharmacopeia,2000mg/L at 28°C
APRD00953,Melting Point,PhysProp,191 °C
APRD00953,logP,"MCFARLAND,JW ET AL. (1997)",3.06
APRD00953,caco2 Permeability,"ADME Research, USCD",-5.43
APRD00953,pKa,"MCFARLAND,JW ET AL. (1997)",8.88 (at 25 °C)
APRD00673,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2.16E+004 mg/L (at 25 °C)
APRD00673,Melting Point,PhysProp,238 °C
APRD00673,logP,"HANSCH,C ET AL. (1995)",-0.07
APRD00673,logS,"ADME Research, USCD",-0.97
APRD00673,caco2 Permeability,"ADME Research, USCD",-4.41
APRD00673,pKa,"DEAN,JA (1985)",10.4 (at 40 °C)
APRD00556,Water Solubility,,3.5 mg/mL
APRD00556,Melting Point,,189-190 °C
APRD00556,logP,,1.9
APRD00367,logP,,2.1
APRD00599,Water Solubility,,121 mg/L
APRD00599,Melting Point,PhysProp,233.5 °C
APRD00599,logP,"HANSCH,C ET AL. (1995)",2.69
APRD00599,pKa,"PERRIN,DD (1972)",7.34 (at 20 °C)
APRD00472,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",73 mg/L (at 30 °C)
APRD00472,Melting Point,PhysProp,264.5 °C
APRD00472,logP,,3.2
APRD00472,pKa,MERCK INDEX (1996),6.6
APRD00397,Water Solubility,,slight
APRD00397,Melting Point,PhysProp,114 °C
APRD00397,logP,"MCFARLAND,JW ET AL. (1997)",4.02
APRD00397,pKa,"MCFARLAND,JW ET AL. (1997)",8.74 (at 25 °C)
APRD01257,Water Solubility,From Remington: The Science and Practice of Pharmacy,Freely soluble
APRD01257,Melting Point,From Remington: The Science and Practice of Pharmacy,approx. 1 189°C
APRD01257,logP,,2.9
APRD00780,Water Solubility,,Practically Insoluble
APRD00780,logP,,8.6
APRD01116,Water Solubility,,Soluble
APRD01116,Melting Point,,200 to 203°C
APRD01116,logP,,-0.5
APRD01116,pKa,,7.8
APRD00163,logP,,3.9
APRD00163,caco2 Permeability,"ADME Research, USCD",-6.13
APRD00073,Water Solubility,,Freely soluble in water.
APRD00073,Melting Point,,"Because of gradual degradation of pantoprazole sodium during heating, the melting point cannot be determined."
APRD00073,logP,,0.5
APRD00217,Water Solubility,,Water soluble
APRD00217,Melting Point,,164-164 °C
APRD00217,logP,,2.3
APRD00217,pKa,,7.1
APRD00147,Water Solubility,FDA label ,Sparingly soluble 
APRD00147,Melting Point,[L1355],182-183 °C
APRD00147,logP,,3.5
APRD00945,Water Solubility,,Readily soluble as hydrobromide formulation
APRD00945,logP,,3.9
APRD00825,Melting Point,PhysProp,196 °C
APRD00825,logP,,0.49
APRD00281,Melting Point,,238-242 °C
APRD00281,logP,,2.9
APRD00189,Melting Point,PhysProp,191.5 °C
APRD00189,logP,,0.17
APRD00003,Water Solubility,,Slightly soluble
APRD00003,Melting Point,,349.84 °C
APRD00003,logP,,6
APRD00750,Water Solubility,,Appreciable
APRD00750,logP,,2.2
APRD00381,Water Solubility,,Insoluble
APRD00381,Melting Point,,207 °C
APRD00381,logP,,3.5
APRD00921,logP,,2.1
APRD00069,Water Solubility,,0.015 mg/ml
APRD00069,Melting Point,,167.5-168 °C
APRD00069,logP,,2.9
APRD01006,Melting Point,"U.S. Patent 3,547,951.",213.5-215
APRD01006,logP,,0.6
APRD00370,Water Solubility,,0.0004 mg/mL
APRD00370,Melting Point,,174.5 °C
APRD00370,logP,"HANSCH,C ET AL. (1995)",4.26
APRD00234,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5620 mg/L (at 37 °C)
APRD00234,Boiling Point,"Terrell, R.C.; U.S. Patents 3,469,011; September 23,1969 and 3,527,813; September 8,
1970; both assigned to Air Reduction Company, Incorporated.",56.5
APRD00234,logP,"HANSCH,C & LEO,AJ (1985)",2.10
APRD00855,Water Solubility,,Soluble
APRD00855,logP,,-2.1
APRD01198,Water Solubility,FDA label ,Freely soluble 
APRD01198,Melting Point,,186-188ºC
APRD01198,Boiling Point,,274ºC at 760 mm Hg
APRD01198,logP,FDA label ,-1.35
APRD01198,pKa,FDA label ,4.2 and 10.6 
APRD00676,Water Solubility,,164 mg/L
APRD00676,Melting Point,PhysProp,119-121 °C
APRD00676,logP,"HANSCH,C ET AL. (1995)",2.19
APRD01104,Water Solubility,,11.2 mg/L
APRD01104,Melting Point,PhysProp,225 °C
APRD01104,logP,"HANSCH,C ET AL. (1995)",1.42
APRD01104,pKa,MERCK INDEX (2001),9.4
DB09367,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1690 mg/L (at 23 °C)
DB09367,Melting Point,PhysProp,150.5 dec °C
DB09367,logP,SANGSTER (1994),0.89
DB09367,pKa,"KORTUM,G ET AL (1961)",2.05 (at 25 °C)
APRD00198,Water Solubility,,8 mg/mL (Mesylate salt)
APRD00198,Melting Point,,170-171 °C (Mesylate salt)
APRD00198,logP,,3.1
APRD00010,Water Solubility,,Slightly soluble
APRD00010,Melting Point,PhysProp,>300 °C
APRD00010,logP,,0.4
APRD00693,Water Solubility,,2490 mg/L
APRD00693,Melting Point,PhysProp,> 300 °C
APRD00693,logP,"HANSCH,C ET AL. (1995)",0.42
APRD00752,Water Solubility,,1360 mg/L
APRD00752,Melting Point,PhysProp,166.5 °C
APRD00752,logP,"WONG,O & MCKEOWN,RH (1988)",1.65
DB08311,Water Solubility,,0.7046 mg/L
DB08311,Melting Point,,196.06
DB08311,logP,,2.5
DB08311,caco2 Permeability,"ADME Research, USCD",-4.52
APRD00783,Water Solubility,,Insoluble
APRD00783,logP,,2.7
APRD00266,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1700 mg/L (at 25 °C)
APRD00266,Melting Point,PhysProp,138.5 °C
APRD00266,logP,,1.7
APRD00260,Melting Point,,215 °C
APRD00260,logP,,-0.1
APRD01300,Water Solubility,,Very slightly soluble
APRD01300,logP,,1.6
DB06396,Water Solubility,,0.84 g/L at 20°C
DB06396,Melting Point,PhysProp,283 °C
DB06396,logP,,1.2
APRD00748,Water Solubility,,Very soluble
APRD00748,Melting Point,"Phillips, R.F.; US. Patent 2,595,405; May 6, 1952; assigned to Merck & Co., Inc.",138-140
APRD00748,logP,,4.3
APRD00540,Melting Point,,>300 °C
APRD00540,logP,,3.8
APRD00463,Melting Point,PhysProp,195 °C
APRD00463,logP,,1.5
APRD00836,Water Solubility,,Insoluble
APRD00836,Melting Point,,102-104 °C
APRD00836,logP,,2.6
DB03778,Water Solubility,MERCK INDEX (1996),2000 mg/L (at 25 °C)
DB03778,Melting Point,"British Patent 1,024,156.",193
DB03778,logP,"NARURKAR,MM & MITRA,AK (1988)",-0.96
APRD00345,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",380 mg/L (at 37 °C)
APRD00345,Melting Point,,175.5 °C
APRD00345,logP,"HANSCH,C ET AL. (1995)",0.97
APRD00345,logS,"ADME Research, USCD",-2.82
APRD00345,pKa,"PERRIN,DD (1965)",2.41
APRD00659,Melting Point,,126.3 °C
APRD00659,logP,,4.5
APRD00241,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",32 mg/L (at 22 °C)
APRD00241,Melting Point,PhysProp,286 °C
APRD00241,logP,"HANSCH,C ET AL. (1995)",2.47
APRD00241,caco2 Permeability,"ADME Research, USCD",-4.57
APRD00241,pKa,SANGSTER (1994),8.33
APRD01091,Melting Point,PhysProp,156.5 °C
APRD01091,logP,,3.2
APRD00597,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",630 mg/L (at 25 °C)
APRD00597,Melting Point,,201 °C
APRD00597,logP,SANGSTER (1994),-0.02
APRD00597,logS,"ADME Research, USCD",-2.87
EXPT01164,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",12 mg/L (at 25 °C)
EXPT01164,Melting Point,"Adler, E.,Gie, G.J. and von Euler, H.; US. Patent 2,421,401; June 3, 1947; assigned to Hoffmann-La Roche, Inc.",172
EXPT01164,logP,"HANSCH,C ET AL. (1995)",5.07
EXPT01164,logS,"ADME Research, USCD",-4.35
EXPT01049,Water Solubility,,Soluble (at all physiological pH values)
EXPT01049,logP,,0.3
APRD00244,Water Solubility,,29.84 mg/mL
APRD00244,Melting Point,"Buechel, K.H., et al; South African Patent 69/0039; January 3, 1969; assigned to Farben- Buechel, K.H., Regel, E. and Plempel, M.; US. Patent 3,660,577; May 2,1972; and U.S. fabriken Bayer AG, Germany. 
Patent 3,705,172; Dec. 5,1972; both assigned to Farbenfabriken Bayer A.G. (Germany).",154-156
APRD00244,logP,,6.1
APRD00839,Melting Point,,> 160 °C
APRD00438,Water Solubility,MERCK INDEX (1976),7500 mg/L (at 25 °C)
APRD00438,Melting Point,PhysProp,165.5 °C
APRD00438,logP,"HANSCH,C ET AL. (1995)",-0.62
APRD00438,logS,"ADME Research, USCD",-1.36
APRD00438,pKa,"SERJEANT,EP & DEMPSEY,B (1979)",10.6 (at 20 °C)
DB03123,Water Solubility,,Soluble
DB03123,Melting Point,PhysProp,155.5 dec °C
DB03123,logP,,-0.9
APRD00798,Water Solubility,,Very slightly soluble
APRD00798,Melting Point,,280 °C
APRD00798,logP,,2.4
APRD00006,Water Solubility,MERCK (1989),4000 mg/L (at 25 °C)
APRD00006,Melting Point,PhysProp,31 °C
APRD00006,logP,"HANSCH,C ET AL. (1995)",1.53
APRD00595,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",300 mg/L (at 37 °C)
APRD00595,Melting Point,PhysProp,191 °C
APRD00595,logP,"HANSCH,C ET AL. (1995)",1.01
APRD00595,logS,"ADME Research, USCD",-2.91
APRD00595,pKa,,5
APRD00208,Water Solubility,"MCFARLAND,JW ET AL. (2001)",1.69E+004 mg/L (at 25 °C)
APRD00208,Melting Point,,120 °C (tartarate salt)
APRD00208,logP,"HANSCH,C ET AL. (1995)",1.88
APRD00208,caco2 Permeability,"ADME Research, USCD",-4.59
APRD00211,Melting Point,PhysProp,< 25 °C
APRD00211,Boiling Point,PhysProp,154 °C at 1.30E+01 mm Hg
APRD00211,logP,,2.9
APRD00761,Water Solubility,,128 mg/L
APRD00761,Melting Point,PhysProp,290 °C
APRD00761,logP,"HANSCH,C ET AL. (1995)",2.07
APRD00851,logP,,-1.3
APRD00302,Water Solubility,,133 mg/mL
APRD00302,Melting Point,,243-250 °C
APRD00302,logP,"ADLARD,M ET AL. (1995)",2.70
APRD00715,Melting Point,"REM p.988
Shelton, R.S. and Van Campen, M.G. Jr.; U S . Patent 2,430,891; November 18,1947; assigned to the Wm. S. Merrell Company.",113-114
APRD00715,logP,,6.4
APRD00298,Water Solubility,,Practically insoluble (< 10 mg/L at 37 °C)
APRD00298,Melting Point,,168-170 °C
APRD00298,logP,SANGSTER (1994),4.28
APRD00913,Melting Point,"Larsen, A.A.; US. Patent 3,076,024; January 29, 1963; assigned to Sterling Drug,Inc.",>250
APRD00913,logP,,3.3
APRD00714,Melting Point,PhysProp,< 25 °C
APRD00714,Boiling Point,"Jones, R.G.; US. Patent 2,785,177; March 12,1957; assigned to Eli Lilly and Company.",118-123
APRD00714,logP,,0.1
APRD00237,Water Solubility,,9.8 mg/mL
APRD00237,logP,,-0.7
APRD00852,Water Solubility,,94.2 mg/L
APRD00852,logP,SANGSTER (1993),-0.60
APRD00223,Melting Point,,175-180 °C
APRD00223,logP,,5.9
APRD00064,Water Solubility,,<1 mg/mL
APRD00064,Melting Point,PhysProp,235 °C
APRD00064,logP,,3.8
DB09359,Water Solubility,"YALKOWSKY,SH & HE,Y (2003)",7360 mg/L (at 25 °C)
DB09359,Melting Point,PhysProp,273 °C
DB09359,logP,"HANSCH,C ET AL. (1995)",-0.02
DB09359,caco2 Permeability,"ADME Research, USCD",-4.35
DB09359,pKa,"KORTUM,G ET AL (1961)",8.81
APRD00105,logP,,1
APRD01074,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",3.96 mg/L (at 37 °C)
APRD01074,Melting Point,"U.S. Patent 2,823,164.",236-237
APRD01074,logP,,2.9
APRD01074,logS,"ADME Research, USCD",-5.22
APRD00507,Water Solubility,,44.9 mg/L
APRD00507,Melting Point,"Cusic, J.W. and Sause, H.W.; U.S. Patent 3,225,054; December 21,1965; assigned to G.D. Searle & Co.",94.5-95 °C
APRD00507,logP,"MANNHOLD,R ET AL. (1993)",2.58
DB05291,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",4100 mg/L (at 30 °C)
DB05291,Melting Point,PhysProp,68.5 °C
DB05291,Boiling Point,PhysProp,159-160 °C at 2.00E+00 mm Hg
DB05291,logP,"AVDEEF,A (1997)",2.44
DB05291,logS,"ADME Research, USCD",-1.76
DB05291,caco2 Permeability,"ADME Research, USCD",-4.21
DB05291,pKa,SANGSTER (1994),8.01
APRD01161,logP,,-4.7
APRD00875,Water Solubility,,Soluble (hydrogen fumarate formulation)
APRD00875,Melting Point,,178 °C (hydrogen fumarate formulation)
APRD00875,logP,,5.2
APRD00656,logP,,-6.8
APRD00125,Water Solubility,,572 mg/ml (Hydrochloride salt)
APRD00125,Melting Point,,215-217 °C (Hydrochloride salt)
APRD00396,Water Solubility,,0.0036 mg/ml
APRD00396,Melting Point,,173 °C
APRD01271,Water Solubility,,>16 mg/ml at 25.0°C
APRD01271,logP,,4.6
APRD00788,logP,,2.3
APRD00614,Water Solubility,,27.8 mg/mL
APRD00614,logP,,3.9
EXPT00718,Water Solubility,,Soluble
EXPT00718,Melting Point,,71 °C
APRD00115,Water Solubility,,1.24E+004 mg/L
APRD00115,Melting Point,PhysProp,65 °C
APRD00115,logP,"HANSCH,C ET AL. (1995), pH 7.4",1.70
APRD00115,pKa,"HANSCH,C & LEO,AJ (1987)",5.75
APRD00965,Water Solubility,,63.2 mg/L
APRD00965,Melting Point,"Godefroi, E.F. and Van Der Eijcken, C.A.M.; U.S. Patent 3,354,173; November 21, 1967; assigned to Janssen Pharrnaceutica NV (Belgium).",142-142.8
APRD00965,logP,POMONA (1987),3.05
EXPT01092,Water Solubility,,soluble
