class,description,direct-parent,drugbank-id,kingdom,subclass,superclass
Prenol lipids,"This compound belongs to the class of organic compounds known as retinoids. These are oxygenated derivatives of 3,7-dimethyl-1-(2,6,6-trimethylcyclohex-1-enyl)nona-1,3,5,7-tetraene and derivatives thereof.",Retinoids,APRD00486,Organic compounds,Retinoids,Lipids and lipid-like molecules
Prenol lipids,"This compound belongs to the class of organic compounds known as tocopherols. These are vitamin E derivatives containing a saturated trimethyltridecyl chain attached to the carbon C6 atom of a benzopyran ring system. The differ from tocotrienols that contain an unsaturated trimethyltrideca-3,7,11-trien-1-yl chain.",Tocopherols,EXPT03227,Organic compounds,Quinone and hydroquinone lipids,Lipids and lipid-like molecules
Pyridines and derivatives,This compound belongs to the class of organic compounds known as pyridoxines. These are pyridoxal derivatives in which the carbaldehyde group at position 2 of the pyridoxal moiety is replaced by a hydroxymethyl group.,Pyridoxines,APRD00204,Organic compounds,Pyridoxines,Organoheterocyclic compounds
Dithiolanes,"This compound belongs to the class of organic compounds known as lipoic acids and derivatives. These are compounds containing a lipoic acid moiety (or a derivative thereof), which consists of a pentanoic acid (or derivative) attached to the C3 carbon atom of a 1,2-dithiolane ring.",Lipoic acids and derivatives,NUTR00035,Organic compounds,Lipoic acids and derivatives,Organoheterocyclic compounds
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as isoleucine and derivatives. These are compounds containing isoleucine or a derivative thereof resulting from reaction of isoleucine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Isoleucine and derivatives,NUTR00031,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as peptides. These are compounds containing an amide derived from two or more amino carboxylic acid molecules (the same or different) by formation of a covalent bond from the carbonyl carbon of one to the nitrogen atom of another.,Peptides,NUTR00046,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Steroids and steroid derivatives,"This compound belongs to the class of organic compounds known as vitamin d and derivatives. These are compounds containing a secosteroid backbone, usually secoergostane or secocholestane.",Vitamin D and derivatives,APRD00506,Organic compounds,Vitamin D and derivatives,Lipids and lipid-like molecules
Naphthalenes,"This compound belongs to the class of organic compounds known as naphthoquinones. These are compounds containing a naphthohydroquinone moiety, which consists of a benzene ring linearly fused to a bezene-1,4-dione (quinone).",Naphthoquinones,NUTR00062,Organic compounds,Naphthoquinones,Benzenoids
Purine nucleotides,This compound belongs to the class of organic compounds known as purine ribonucleoside triphosphates. These are purine ribobucleotides with a triphosphate group  linked to the ribose moiety.,Purine ribonucleoside triphosphates,EXPT00007,Organic compounds,Purine ribonucleotides,"Nucleosides, nucleotides, and analogues"
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as proline and derivatives. These are compounds containing proline or a derivative thereof resulting from reaction of proline at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Proline and derivatives,NUTR00047,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Imidazopyrimidines,This compound belongs to the class of organic compounds known as 6-aminopurines. These are purines that carry an amino group at position 6. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.,6-aminopurines,EXPT00520,Organic compounds,Purines and purine derivatives,Organoheterocyclic compounds
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as asparagine and derivatives. These are compounds containing asparagine or a derivative thereof resulting from reaction of asparagine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Asparagine and derivatives,NUTR00015,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Hydroxy acids and derivatives,This compound belongs to the class of organic compounds known as medium-chain hydroxy acids and derivatives. These are hydroxy acids with a 6 to 12 carbon atoms long side chain.,Medium-chain hydroxy acids and derivatives,APRD00328,Organic compounds,Medium-chain hydroxy acids and derivatives,Organic acids and derivatives
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as trifluoromethylbenzenes. These are organofluorine compounds that contain a benzene ring substituted with one or more trifluoromethyl groups.,Trifluoromethylbenzenes,APRD00425,Organic compounds,Trifluoromethylbenzenes,Benzenoids
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as valine and derivatives. These are compounds containing valine or a derivative thereof resulting from reaction of valine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Valine and derivatives,APRD00133,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as dipeptides. These are organic compounds containing a sequence of exactly two alpha-amino acids joined by a peptide bond.,Dipeptides,APRD00009,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Dibenzylbutane lignans,"This compound belongs to the class of organic compounds known as dibenzylbutane lignans. These are lignan compounds containing a 2,3-dibenzylbutane moiety.",Dibenzylbutane lignans,DB05900,Organic compounds,,"Lignans, neolignans and related compounds"
Steroids and steroid derivatives,This compound belongs to the class of organic compounds known as 21-hydroxysteroids. These are steroids carrying a hydroxyl group at the 21-position of the steroid backbone.,21-hydroxysteroids,APRD00976,Organic compounds,Hydroxysteroids,Lipids and lipid-like molecules
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as gamma amino acids and derivatives. These are amino acids having a (-NH2) group attached to the gamma carbon atom.,Gamma amino acids and derivatives,APRD00551,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as amphetamines and derivatives. These are organic compounds containing or derived from 1-phenylpropan-2-amine.,Amphetamines and derivatives,APRD00480,Organic compounds,Phenethylamines,Benzenoids
Peptidomimetics,"This compound belongs to the class of organic compounds known as hybrid peptides. These are compounds containing at least two different types of amino acids (alpha, beta, gamma, delta) linked to each other through a peptide bond.",Hybrid peptides,APRD01172,Organic compounds,Hybrid peptides,Organic acids and derivatives
Pyridines and derivatives,"This compound belongs to the class of organic compounds known as pyrrolidinylpyridines. These are compounds containing a pyrrolidinylpyridine ring system, which consists of a pyrrolidine ring linked to a pyridine ring.",Pyrrolidinylpyridines,DB11303,Organic compounds,Pyrrolidinylpyridines,Organoheterocyclic compounds
Azaspirodecane derivatives,This compound belongs to the class of organic compounds known as azaspirodecane derivatives. These are organic compounds containing a spirodecane moiety with at least one nitrogen atom.,Azaspirodecane derivatives,APRD00224,Organic compounds,,Organoheterocyclic compounds
Benzodiazepines,"This compound belongs to the class of organic compounds known as 1,4-benzodiazepines. These are organic compounds containing a benzene ring fused to a 1,4-azepine.","1,4-benzodiazepines",APRD00116,Organic compounds,"1,4-benzodiazepines",Organoheterocyclic compounds
Phenol ethers,This compound belongs to the class of organic compounds known as phenol ethers. These are aromatic compounds containing an ether group substituted with a benzene ring.,Phenol ethers,APRD00954,Organic compounds,,Benzenoids
Carboxylic acids and derivatives,"This compound belongs to the class of organic compounds known as phenylalanine and derivatives. These are compounds containing phenylalanine or a derivative thereof resulting from reaction of phenylalanine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.",Phenylalanine and derivatives,DB07475,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Organooxygen compounds,"This compound belongs to the class of organic compounds known as ynones. These are organic compounds containing the ynone functional group, an alpha,beta unsaturated ketone group with the general structure  RC#C-C(=O)R' (R'  not H).",Ynones,APRD00958,Organic compounds,Carbonyl compounds,Organic oxygen compounds
Phenylpropanoic acids,This compound belongs to the class of organic compounds known as phenylpropanoic acids. These are compounds with a structure containing a benzene ring conjugated to a propanoic acid.,Phenylpropanoic acids,APRD00160,Organic compounds,,Phenylpropanoids and polyketides
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as amphetamines and derivatives. These are organic compounds containing or derived from 1-phenylpropan-2-amine.,Amphetamines and derivatives,APRD00093,Organic compounds,Phenethylamines,Benzenoids
Fluorenes,"This compound belongs to the class of organic compounds known as fluorenes. These are compounds containing a fluorene moiety, which consists of two benzene rings connected through either a cyclopentane, cyclopentene, or cyclopenta-1,3-diene.",Fluorenes,APRD01032,Organic compounds,,Benzenoids
Phenol ethers,This compound belongs to the class of organic compounds known as anisoles. These are organic compounds containing a methoxybenzene or a derivative thereof.,Anisoles,APRD00028,Organic compounds,Anisoles,Benzenoids
Purine nucleosides,This compound belongs to the class of organic compounds known as purine nucleosides. These are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety.,Purine nucleosides,EXPT02753,Organic compounds,,"Nucleosides, nucleotides, and analogues"
Phenols,This compound belongs to the class of organic compounds known as tyrosols and derivatives. These are compounds containing a hydroxyethyl group attached to the C4 carbon of a phenol group.,Tyrosols and derivatives,APRD00245,Organic compounds,Tyrosols and derivatives,Benzenoids
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as fluorobenzenes. These are compounds containing one or more fluorine atoms attached to a benzene ring.,Fluorobenzenes,APRD00327,Organic compounds,Halobenzenes,Benzenoids
Benzopyrans,"This compound belongs to the class of organic compounds known as 1-benzopyrans. These are organic aromatic compounds that 1-benzopyran, a bicyclic compound made up of a benzene ring fused to a pyran, so that the oxygen atom is at the 1-position.",1-benzopyrans,APRD00488,Organic compounds,1-benzopyrans,Organoheterocyclic compounds
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as gamma amino acids and derivatives. These are amino acids having a (-NH2) group attached to the gamma carbon atom.,Gamma amino acids and derivatives,APRD01148,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
