drugbank-id,ingredients,name
APRD01230,Sotalol,Sotalol Hydrochloride
APRD00222,Buspirone,Buspirone Hydrochloride
APRD01117,Miglitol,Glyset
APRD00526,Fosinopril,Fosinopril sodium
APRD00854,Cefotaxime,"Cefotaxime Sodium for Injection, BP"
APRD00416,Entacapone,Mylan-entacapone
APRD00449,Lamivudine + Zidovudine,LAMIVUDINE and ZIDOVUDINE
APRD00903,Darifenacin,Enablex
APRD00387,Oxycodone,Xtampza ER
APRD00984,Flutamide,Penta-flutamide
APRD01268,Tolmetin,Tolmetin Sodium
APRD00568,Cimetidine,PMS-cimetidine
APRD00538,Haloperidol,Haloperidol
APRD00312,Ritonavir,Ritonavir
APRD00558,Nitazoxanide,Alinia
APRD00911,Dextrothyroxine,Choloxin Tab 2mg
EXPT03217,Vancomycin,Vancomycin Hydrochloride
DB04134,Aminocaproic Acid,Solco Platino Iondenti Tooth
APRD00655,Acetylsalicylic acid + Dextromethorphan + Phenylephrine,ALKA SELTZER PLUS Cold Day and Night Effervescent
APRD00359,Cisplatin,Cisplatin Injection BP
APRD00782,Albendazole,Albenza
APRD01269,Trandolapril,Trandolapril
APRD00199,Caspofungin,Caspofungin Acetate
APRD00195,Carteolol,Carteolol Hydrochloride
APRD00017,Alitretinoin,Panretin
APRD01109,Metolazone,Metolazone
APRD01607,Tolnaftate,Formula 7 THEGEL
APRD00186,Oxaliplatin,Oxaliplatin
APRD00915,Cinchocaine,Dibucaine
APRD00669,Foscarnet,Foscavir
APRD00951,Erlotinib,PMS-erlotinib
APRD00408,Cyclophosphamide,Cyclophosphamide
APRD00151,Rofecoxib,Vioxx Suspension  12.5mg/5ml
APRD00644,Cefdinir,Cefdinir
EXPT01546,Guanidine,Guanidine hydrochloride
EXPT00999,Ciprofloxacin,Ciprofloxacin
APRD00993,Gadoversetamide,Optimark
APRD00391,Toremifene,Fareston
APRD00602,Nortriptyline,Nortriptyline Hydrochloride
APRD00495,Vincristine,Marqibo
APRD00063,Amlodipine + Benazepril,Amlodipine and Benazepril Hydrochloride
APRD00142,Amoxapine,Amoxapine
EXPT03204,Fluorouracil,Tolak
APRD00380,Pyridostigmine,Pyridostigmine Bromide
APRD00910,Desoximetasone,Desoximetasone
EXPT00598,Azelaic Acid,Finacea
APRD00377,Zafirlukast,Accolate Tab 20 mg
APRD00297,Propylthiouracil,Propylthiouracil
EXPT01688,Acetohydroxamic Acid,Lithostat
APRD00202,Pentostatin,Nipent
APRD00157,Methoxsalen,Oxsoralen-Ultra
APRD01187,Piroxicam,Piroxicam
APRD00570,Lamotrigine,Lamotrigine
APRD01177,Human Serum Albumin + Perflutren,Optison Perflutren Protein-Type A Microspheres
APRD00688,Hydroxyzine,Hydroxyzine hydrochloride
APRD00378,Zanamivir,Relenza
APRD00829,Bosentan,Tracleer
APRD01307,Tigecycline,Tygacil
APRD00935,Doxapram,Dopram
APRD00353,Methotrexate,Methotrexate
APRD00337,Carbamazepine,Carbamazepine
APRD00874,Cisatracurium,Cisatracurium Besylate
APRD01236,Succimer,Chemet
APRD00250,Cephalexin,Cephalexin
DB11728,Fondaparinux,Fondaparinux Sodium
APRD00708,Vinblastine,Vinblastine Sulfate Injection
APRD00194,Propranolol,Propranolol Hydrochloride
EXPT02427,Atropine,Atropine Sulfate
APRD00970,Fenoprofen,Nalfon
APRD00319,Fenfluramine,Pondimin Tab 20mg
DB07566,Clonidine,Clonidine Hydrochloride
APRD00697,Valaciclovir,Valacyclovir Hydrochloride
APRD01085,Mazindol,Sanorex
APRD01063,Lactulose,Lactulose
APRD00543,Voriconazole,Voriconazole
APRD01070,"L-Carnitine + Lecithin, soybean + Ubidecarenone",IQQU Acne Serum
APRD00510,Enalapril,Enalapril Maleate
APRD00706,Nizatidine,Nu-nizatidine
APRD00527,Diclofenac,Diclofenac Sodium
APRD00065,Fluticasone propionate,Fluticasone Propionate
APRD00474,Doxazosin,Doxazosin
APRD00977,Fluocinolone Acetonide,Capex
DB11514,Piperazine,Entacyl Suspension-600mg/5ml
APRD00318,Ethosuximide,Ethosuximide
EXPT00514,Amiloride,"Amiloride Hydrochloride Tablets, USP"
APRD01010,Ulobetasol,Halobetasol Propionate
APRD00992,Gadoteridol,ProHance
APRD01062,Labetalol,Labetalol HCl
APRD00660,Thiopental,Pentothal Inj 25mg/ml
APRD01121,Monobenzone,Benoquin Crm 20%
DB08769,Linezolid,Zyvox
APRD01058,Ivermectin,Sklice
APRD00627,Medroxyprogesterone acetate,Medroxyprogesterone Acetate
APRD00454,Cisapride,Prepulsid Tab 20mg
APRD01243,Sulindac,Penta-sulindac
DB08269,Nafcillin,Nafcillin
APRD00468,Chloroquine,Chloroquine
APRD00961,Ethionamide,Trecator
APRD00835,Butorphanol,Butorphanol Tartrate
APRD00257,Bisoprolol,Nu-bisoprolol
APRD00094,Rifabutin,Mycobutin
APRD00272,Demeclocycline,Demeclocycline Hydrochloride
DB03261,Imatinib,Imatinib Mesylate
APRD00422,Triamcinolone,Equaline nasal allergy
APRD01151,Oxandrolone,Oxandrolone
APRD00088,Nicardipine,Cardene IV
APRD00633,Fluphenazine,Fluphenazine Hydrochloride
DB05275,Testosterone,Testosterone
DB07709,Efavirenz,Efavirenz
APRD00816,Bacitracin,Bacitracin
APRD00536,Beta carotene + Biotin + Calcium + Chromium + Copper + Cyanocobalamin + Folic Acid + Iron + Magnesium + Niacin + Pantothenic acid + Phosphorus + Potassium + Potassium Iodide + Pyridoxine + Riboflavin + Selenious acid + Thiamine + Vitamin C + Vitamin D + Vitamin E + Zinc,Vc II
APRD00881,Clorazepate,Tranxene T-Tab
APRD00561,Alendronic acid,Alendronate Sodium
DB06189,Clofarabine,Clofarabine
APRD00933,Docosanol,Abreva
APRD00578,Dexmedetomidine,Dexmedetomidine Hydrochloride
APRD00452,Sulfacetamide + Sulfur,"Sodium Sulfacetamide 9.8%, Sulfur 4.8%"
APRD00340,Prednisone,Prednisone
APRD00879,Clofibrate,Atromid S Cap 500mg
APRD00585,Astemizole,Hismanal Tab 10mg
APRD00834,Butoconazole,Gynazole 1
DB06639,Adenosine + Nicotinamide,MU LAB TURN AROUND 2W Refresh Ex
APRD00104,Simvastatin,Simvastatin
EXPT02075,Pemetrexed,Pemetrexed Disodium for Injection
APRD01086,Mebendazole,Emverm
APRD01001,Gonadorelin + Sodium Chloride,Relisorm 100 for Inj.-pws Liq-kit Sc IV
APRD00940,Dyclonine,PerioRinse
APRD01146,Nystatin,Nystatin
APRD00548,Acetaminophen + Dextropropoxyphene,Propoxyphene Napsylate and Acetaminophen
APRD00494,Mitotane,Lysodren
APRD00440,Stavudine,Zerit
APRD00698,Cholecalciferol + Leucovorin + Lipoic Acid + Methylcobalamin + Pyridoxal Phosphate + Resveratrol + Ubidecarenone + Vitamin C,Dyzbac
APRD00769,Dyphylline,Protophylline Sup 500mg Adultes
APRD01173,Pentazocine,Talwin
APRD01080,Cupric sulfate + Cyanocobalamin + Folic Acid + Iron + Magnesium sulfate + Manganese + Nicotinamide + Pantothenic acid + Pyridoxine + Riboflavin + Thiamine + Vitamin C + Zinc sulfate,Centratex
APRD01065,Dorzolamide + Latanoprost + Timolol,Tim-Dor-Lat
APRD00588,Estrone,Estragyn Vaginal Cream
APRD00533,Trazodone,Trazodone Hydrochloride
APRD00458,Mecamylamine,Mecamylamine Hydrochloride
APRD01226,Sevelamer,Sevelamer Carbonate
APRD00661,Acamprosate,Acamprosate Calcium
APRD00514,Metaxalone,Metaxalone
APRD00335,Verapamil,Verapamil Hydrochloride
APRD01277,Trimethobenzamide,Trimethobenzamide Hydrochloride
APRD00975,Clioquinol + Flumethasone,PMS-flumethasone-clioquinol
APRD00150,Nilutamide,Nilandron
APRD01129,Nafarelin,Synarel
EXPT00496,Epinephrine,Epipen
APRD00379,Sumatriptan,Sumatriptan
APRD00515,Pirenzepine,Gastrozepin Tab 50mg
APRD00583,Cefixime,Cefixime
APRD00029,Chlorpropamide,Chlorpropamide
APRD00100,Aprepitant,Cinvanti
EXPT01628,Galantamine,Galantamine
APRD00123,Tamoxifen,Tamoxifen Citrate
APRD00052,Losartan,Losartan Potassium
APRD00596,Thioridazine,Thioridazine Hydrochloride
APRD00797,Amphotericin B + DL-dimyristoylphosphatidylcholine + DL-dimyristoylphosphatidylglycerol,Abelcet
APRD00341,Warfarin,Warfarin Sodium
APRD00680,Midazolam,Midazolam Hydrochloride
APRD00582,Tobramycin,Tobramycin
APRD01281,Trovafloxacin,Trovan Tablets 200mg
APRD01175,Pentosan Polysulfate,Elmiron
DB02478,Fludrocortisone,Fludrocortisone Acetate
APRD01602,Mycophenolate mofetil,Mycophenolate Mofetil
APRD00983,Flurazepam,Flurazepam
APRD01120,Moexipril,Moexipril Hydrochloride
APRD00615,Phentolamine,Oraverse
DB07777,Fluorescein,Dry Eye Test
APRD00521,Daunorubicin,Daunorubicin Hydrochloride
DB07799,Furosemide,Furosemide
APRD00677,Ergotamine,Ergomar
APRD00128,Tizanidine,Tizanidine
APRD00191,Nitrofurantoin,Nitrofurantion
APRD00707,Eplerenone,Eplerenone
APRD00605,Amprenavir,Agenerase
APRD01026,Calcium Chloride + Icodextrin + Lactic Acid + Magnesium chloride + Sodium Chloride,Extraneal
APRD00740,Methazolamide,Methazolamide
DB05067,Naltrexone,Naltrexone Hydrochloride
DB08563,Delavirdine,Rescriptor
APRD00036,Tamsulosin,Tamsulosin Hydrochloride
APRD00078,Porfimer sodium,Photofrin
DB05563,Sufentanil,Sufentanil Citrate
APRD00681,Lamivudine + Tenofovir disoproxil,Cimduo
DB04635,Ibandronate,Ibandronate Sodium
APRD00918,Diethylcarbamazine,Hetrazan Tab 50mg
APRD00753,Flurbiprofen,Flurbiprofen
APRD01149,Oxacillin,Oxacillin
DB05816,Apomorphine,Apokyn
DB00715,Paroxetine,Paroxetine
APRD01137,Nedocromil,Nedocromil Sodium
APRD00679,Estradiol + Norethisterone,Amabelz
APRD00781,Adefovir Dipivoxil,Adefovir Dipivoxil
APRD00810,Azatadine + Pseudoephedrine,Trinalin Repetabs
APRD00639,Clodronic Acid,Bonefos
DB05342,Procaine,Novocain 20 mg/ml
APRD00560,Lisinopril,Lisinopril
APRD00062,Methoxamine,Vasoxyl Inj 20mg/ml
APRD01030,Imiquimod,Imiquimod
APRD01017,Homatropine Methylbromide + Hydrocodone,Hydrocodone Bitartrate and Homatropine Methylbromide
APRD00498,Trimipramine,Trimipramine Maleate
APRD00153,Nitroglycerin,Nitroglycerin
APRD01221,Rocuronium,Rocuronium Bromide
DB08630,Thiabendazole,Mintezol Chewable Tab 500mg
APRD00593,Nateglinide,Nateglinide
APRD00806,Atracurium besylate,Atracurium Besylate
APRD01193,Atropine + Pralidoxime,ATNAA atropine and pralidoxime chloride Auto-Injector
APRD00187,Risperidone,Risperidone
APRD01131,Naftifine,Naftin
APRD00363,Esomeprazole,Esomeprazole magnesium
APRD00354,Meclizine,Meclizine HCl
EXPT02625,Pentamidine,Pentamidine Isethionate
APRD00145,Riluzole,Riluzole
DB07886,Hydrocortisone,CareOne Anti Itch
EXPT02246,Mannitol,GD11 Rx SCM C5
APRD00989,Gadobenic acid,MultiHance
APRD00265,Zileuton,Zyflo CR
APRD00534,Modafinil,Modafinil
APRD00904,Deferoxamine,Deferoxamine mesylate
APRD00616,Atropine + Hyoscyamine + Phenobarbital + Scopolamine,Phenohytro
APRD00765,Carbinoxamine,Karbinal ER
APRD00067,Etodolac,Etodolac
APRD00180,Lidocaine + Prilocaine,Aprizio Pak
APRD00043,Epinastine,Epinastine
APRD00645,Tranylcypromine,Tranylcypromine Sulfate
APRD00212,Isoflurane,Isoflurane
APRD00962,Ethotoin,Peganone
APRD00362,Tretinoin,Retin-A MICRO
APRD00722,Hexachlorophene,Phisohex
APRD00518,Dolasetron,Anzemet
APRD00444,Clopidogrel,Clopidogrel bisulfate
APRD00572,Tetracycline,Acnecycline
EXPT02153,Meropenem + Vaborbactam,Vabomere
APRD01322,Gluconic Acid + Magnesium chloride + Potassium Chloride + Sodium acetate + Sodium Chloride,Physiosol
APRD00579,Irinotecan,Irinotecan Hydrochloride Injection USP
APRD00002,Methimazole,Methimazole
APRD00289,Mometasone,Mometasone Furoate
APRD01112,Metyrosine,Demser
APRD00049,Amoxicillin + Clavulanate,Amoxicillin and Clavulanate Potassium
APRD00310,Olopatadine,Olopatadine
APRD00785,Alprostadil,Edex
APRD00737,Chlordiazepoxide + Clidinium,Nu-chlorax Capsules USP
APRD01081,Malathion,Malathion
APRD00239,Etoposide,Etoposide
APRD00304,Tirofiban,Aggrastat
APRD01308,Oxcarbazepine,Oxcarbazepine
APRD01133,Nalidixic Acid,Neggram
APRD00099,Phenelzine,Nardil
APRD01190,Dexamethasone + Neomycin + Polymyxin B Sulfate,Neomycin and Polymyxin B Sulfates and Dexamethasone
APRD00177,Propantheline,Propantheline Bromide
APRD00311,Estradiol + Norethisterone,Amabelz
APRD00730,Mefenamic acid,Dom-mefenamic Acid
DB05347,Acyclovir,Acyclovir
DB08298,Naproxen,Naproxen Sodium
APRD00991,Gadopentetate dimeglumine,Magnevist
APRD01178,Amlodipine + Perindopril,Prestalia
APRD00689,Tripelennamine,Bug Bite Balm
APRD00549,Primidone,Primidone
DB08518,Sulfasalazine,Orb-sulfasalazine EC
APRD00420,Candesartan cilexetil + Hydrochlorothiazide,Candesartan Cilexetil and Hydrochlorothiazide
APRD00214,Gentamicin,PMS-gentamicin Sulfate Oph Dps 0.3%
APRD01246,Tazarotene,Tazarotene
APRD00969,Fenoldopam,Corlopam
APRD00726,Alfentanil,Alfentanil
APRD00886,Colistin + Hydrocortisone + Neomycin + Thonzonium,Coly-Mycin S
APRD00113,Dicyclomine,Dicyclomine Hydrochloride
APRD00121,Pentoxifylline,Pentoxifylline
APRD00522,Ketorolac + Phenylephrine + Proparacaine + Tropicamide,Mydriatic-4
APRD01031,Indapamide,Indapamide
APRD00287,Ketorolac + Phenylephrine + Proparacaine + Tropicamide,Mydriatic-4
APRD00725,Biperiden,Akineton Tab 2mg
DB01693,Ribavirin,Virazole
DB08343,Aluminum hydroxide + Magnesium Trisilicate + Phenylbutazone,Alka Phenyl Tab
DB05564,Fentanyl,Fentanyl Transdermal System
APRD00529,Meloxicam,Meloxicam
APRD01606,Allantoin + Sodium lauryl sulfate + Titanium dioxide,Medi Hydro DP Cleanser
APRD00210,Orciprenaline,Nu-orciprenaline
DB05893,Propofol,Propofol
EXPT00604,Acetazolamide,Acetazolamide
APRD00071,Tadalafil,Riva-tadalafil
APRD00767,Disulfiram,Disulfiram
APRD00760,Ethinyl Estradiol + Ethynodiol diacetate,Kelnor 1/50
APRD01604,Eucalyptus oil + Menthol + Synthetic Camphor,Strong Vaporizing
APRD01136,Natamycin,Natacyn
APRD00987,Fosfomycin,Jamp-fosfomycin
DB07699,Diazepam,Diazepam
DB08616,Trifluoperazine,Trifluoperazine
APRD00243,Cefaclor,Cefaclor
APRD00432,Mifepristone,Korlym
APRD00832,Brompheniramine + Dextromethorphan + Phenylephrine,Cold and Cough Childrens
APRD00275,Loperamide,Loperamide hydrochloride
APRD00877,Clocortolone,Cloderm
APRD01267,Tolazamide,Tolazamide
APRD01023,Hydroxypropyl cellulose,Lacrisert
APRD00122,Dobutamine,Dobutamine in Dextrose
APRD01152,Oxazepam,Oxazepam
APRD00039,Donepezil,Apo-donepezil
APRD01132,Nalbuphine,Nalbuphine Hydrochloride
APRD00982,Flurandrenolide,Nolix
APRD00896,Cysteamine,Procysbi
APRD01067,Levamisole,Novo-levamisole
APRD00429,Perphenazine,Perphenazine
APRD00331,Dacarbazine,Dacarbazine
APRD00634,Acetaminophen + Chlorphenamine + Pseudoephedrine,Sinus Ultra Strength Tablet
APRD00557,Temozolomide,Temozolomide
APRD00764,Levorphanol,Levorphanol Tartrate
DB05277,Aminolevulinic acid,Gleolan
APRD00867,Benzocaine + Chlorphenesin + Titanium dioxide + Zinc oxide,Anivy
APRD00508,Terbinafine,Terbinafine
APRD01171,Penicillamine,Depen
APRD00197,Bromfenac + Prednisolone,Pred Phos - Brom
DB06895,Diflunisal,Diflunisal
APRD00699,Vardenafil,Levitra
APRD00254,Ranitidine,Ranitidine
EXPT01437,Tacrolimus,Tacrolimus
APRD00759,Benzphetamine,Benzphetamine Hydrochloride
APRD00541,Ritodrine,Yutopar Tab 10mg
APRD00629,Benzonatate,Benzonatate
DB04507,Dorzolamide + Latanoprost + Timolol,Tim-Dor-Lat
APRD00589,Terbutaline,Terbutaline Sulfate
APRD01302,Conivaptan,Vaprisol Dextrose In Plastic Container
APRD01078,Loteprednol,Alrex
APRD01005,Dextromethorphan + Guaifenesin + Phenylephrine,Congestion and Cough Childrens
APRD00388,Flupentixol,Flupentixol Decanoate Injection BP
APRD00950,Eprosartan,Eprosartan Mesylate
DB02439,Sirolimus,Rapamune
APRD00545,Chlorhexidine,Acclean Chlorhexidine Gluconate 0.12% Oral Rinse
APRD00226,Cobicistat + Darunavir + Emtricitabine + Tenofovir alafenamide,Symtuza
APRD00721,Chlorothiazide,Sodium Diuril
APRD00523,Quinapril,Quinapril
APRD00880,Clomifene,Clomiphene Citrate
APRD00455,Isosorbide Dinitrate,Nu-isdn Tablets
DB02782,Calcium + Risedronate,Teva-risedronate/calcium
APRD00294,Bumetanide,Bumetanide
APRD00249,Mechlorethamine,Valchlor
APRD01002,Granisetron,Granisetron Hydrochloride
APRD00917,Dienestrol,Ortho Dienestrol Crm
APRD00491,Sulfapyridine,Dagenan Tab 500mg
APRD00817,Fluorescein + Oxybuprocaine,Altafluor
APRD01053,Biotin + Cholecalciferol + Cupric sulfate + Cyanocobalamin + D-alpha-Tocopherol acetate + Folic Acid + Heme iron polypeptide + Iron Dextran + Nicotinamide + Pantothenic acid + Potassium Iodide + Pyridoxine + Riboflavin + Selenium + Thiamine + Zinc oxide,Prefera OB plus DHA
APRD00822,Benzylpenicilloyl Polylysine,Pre-pen
APRD01220,Rimexolone,Vexol
APRD00313,Triazolam,Triazolam
APRD00738,Ethanol,Anti-Bacterial Hand Fresh Watermelon
APRD01216,Remifentanil,Remifentanil Hydrochloride
DB02392,Didanosine,Didanosine
APRD00251,Etacrynic acid,Ethacrynic Acid
APRD00481,Ondansetron,Ondansetron
DB06863,Bimatoprost,Bimatoprost
APRD00344,Tiagabine,Tiagabine Hydrochloride
APRD00080,Cocaine,Cocaine Hydrochloride
APRD00136,Quinidine,Quinidine Sulfate
APRD00004,Zonisamide,Zonisamide
APRD01165,Paricalcitol,Paricalcitol
APRD01260,Tinidazole,Tindazole
APRD00439,Repaglinide,Repaglinide
APRD00741,Anileridine,Leritine Inj 25mg/ml
APRD00787,Amantadine,Amantadine Hydrochloride
APRD00631,Metronidazole,Metronidazole
APRD00927,Dinoprostone,Prepidil
APRD00169,Almotriptan,Axert 12.5mg
APRD01232,Spectinomycin,Trobicin Inj 400mg/ml
APRD01061,Ketotifen,Ketotifen Fumarate
APRD00670,Buprenorphine,Buprenorphine Hydrochloride
APRD00213,Cyclobenzaprine,Cyclobenzaprine Hydrochloride
APRD00651,Phenoxybenzamine,Phenoxybenzamine Hydrochloride
APRD00296,Famotidine,Famotidine
APRD00809,Azacitidine,Azacitidine
DB05379,Diclofenac + Misoprostol,Diclofenac Sodium and Misoprostol
APRD00883,Colesevelam,Colesevelam Hydrochloride
APRD01306,Tipranavir,Aptivus
APRD00610,Mesoridazine,Serentil Tab 50mg
APRD00747,Maprotiline,Maprotiline Hydrochloride
APRD01158,Oxymetazoline,Max Str.Nasal Relief Severe Congestion
DB01398,Salicylic acid,By Wishtrend Acid-duo 1.5% Mild Cleanser
APRD00919,Diethylpropion,Diethylpropion Hydrochloride ER
APRD00277,Fluticasone propionate + Salmeterol,Arbesda Respiclick
APRD01090,Meclofenamic acid,Meclofenamate Sodium
APRD00562,Zalcitabine,Hivid Tab 0.375mg
EXPT00475,Acetylsalicylic acid + Dextromethorphan + Phenylephrine,ALKA SELTZER PLUS Cold Day and Night Effervescent
APRD00654,Fulvestrant,Faslodex
APRD00505,Felbamate,Felbamate
APRD00349,Fexofenadine + Pseudoephedrine,Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride
EXPT01940,Isoniazid,Isoniazid
APRD00220,Naratriptan,Sandoz Naratriptan
APRD00008,Rizatriptan,Rizatriptan Benzoate
APRD00232,Netilmicin,Netromycin Inj 50mg/ml
DB09475,Hydrocodone + Ibuprofen,Hydrocodone Bitartrate and Ibuprofen
APRD00569,Ethinyl Estradiol + Norgestimate,Tri-Previfem
APRD00466,Carboplatin,Carboplatin Injection BP
APRD00342,Methylprednisolone,Methylprednisolone Sodium Succinate
APRD00678,Pindolol,Pindolol
APRD01094,Mepivacaine,Carbocaine
APRD00411,Zaleplon,Zaleplon
APRD00831,Bromfenac + Prednisolone,Pred Phos - Brom
APRD00012,Apraclonidine,Iopidine
APRD00960,Ethiodized oil,Lipiodol Ultra Fluid
APRD01247,Hydrochlorothiazide + Telmisartan,Pendo-telmisartan-hctz
APRD00324,Desloratadine,Desloratadine
APRD01106,Methyldopa,Methyldopa
APRD00580,Alosetron,Alosetron Hydrochloride
APRD00124,Dactinomycin,Dactinomycin
APRD01323,Selenium Sulfide,Selenium Sulfide
APRD00813,Azelastine,Azelastine Hydrochloride
APRD00619,Ezetimibe,Ezetimibe
APRD01327,Edetic Acid,Clinplant
APRD00360,Acetylsalicylic acid + Dipyridamole,Aspirin-dipyridamole
APRD00483,Telithromycin,Ketek
APRD00691,Desogestrel + Ethinyl Estradiol,Cyred EQ
APRD00893,Cyclopentolate + Phenylephrine + Tropicamide,Mydriatic-3
APRD01213,Ramelteon,Rozerem
APRD00406,Physostigmine,Physostigmine Salicylate
APRD00140,Isotretinoin,Absorica
APRD00641,Formoterol + Glycopyrronium,Bevespi Aerosphere
APRD00924,Dimenhydrinate,Motion Sickness Relief
DB06583,Glycopyrronium,Glycate
APRD00499,Cytarabine,Cytarabine
APRD00085,Dopamine,Dopamine Hydrochloride
APRD00321,Rivastigmine,Rivastigmine
APRD00144,Exemestane,Exemestane
APRD00030,Oxaprozin,Oxaprozin
APRD01105,Methyl aminolevulinate,Metvix
APRD00811,Azathioprine,Azathioprine
APRD00013,Dexamethasone + Neomycin + Polymyxin B Sulfate,Neomycin and Polymyxin B Sulfates and Dexamethasone
APRD00808,Auranofin,Ridaura
APRD00015,Gabapentin,Gabapentin
DB05847,Doxorubicin,Doxorubicin Hydrochloride
APRD00270,Frovatriptan,Frova
APRD00092,Hydrochlorothiazide + Telmisartan,Pendo-telmisartan-hctz
APRD00553,Salbutamol,Ventolin HFA
APRD00336,Cromoglicic acid,Cromolyn Sodium
EXPT01540,Ganciclovir,Ganciclovir
APRD00023,Hydroxyurea,Hydroxyurea
APRD01066,Letrozole,Letrozole
APRD01262,Tioconazole,Leader Ticonazole
APRD00664,Busulfan,Busulfan for Injection
DB05335,Ketoprofen,Ketoprofen
APRD00944,Edrophonium,Tensilon
EXPT02271,Metyrapone,METOPiRONE
APRD00872,Cinacalcet,Cinacalcet Hydrochloride
APRD00876,Clobetasol propionate,Clobetasol Propionate
APRD00141,Balsalazide,Balsalazide Disodium
APRD00076,Sulfamethoxazole + Trimethoprim,Sulfamethoxazole and Trimethoprim
APRD00233,Glyburide + Metformin,Glyburide and Metformin Hydrochloride
APRD00547,Minocycline,Minocycline Hydrochloride
APRD00075,Guanfacine,Guanfacine
APRD00051,Bethanechol,Bethanechol Chloride
APRD00528,Isosorbide Mononitrate,Isosorbide
DB09528,Phylloquinone,Phytonadione
APRD00374,Felodipine,Felodipine
EXPT02208,Mycophenolic acid,Mycophenolic Acid
APRD00795,Amlexanox,Apthera
APRD00401,Ketoconazole,Ketoconazole
APRD00744,Methoxyflurane,Penthrox
APRD00413,Irbesartan,Irbesartan
APRD00687,Topotecan,Hycamtin
APRD00167,Probenecid,Probenecid
APRD01096,Mercaptopurine,Mercaptopurine
APRD00509,Procainamide,Procainamide Hydrochloride
APRD00146,Tolterodine,Tolterodine Tartrate
APRD00525,Selegiline,Selegiline Hydrochloride
DB09545,Fenofibrate,Fenofibrate
APRD01251,Thalidomide,Thalomid
APRD00118,Melphalan,Melphalan
APRD00221,Memantine,Memantine
APRD00996,Gatifloxacin + Prednisolone,Pred Phos - Gati
EXPT02777,Rifampicin,Rifampin
APRD01298,Lubiprostone,Amitiza
APRD00978,Fluocinonide,Fluocinonide
APRD00216,Abacavir,Abacavir
DB01287,Ergoloid mesylate,"Hydergine Tablets, 1mg"
APRD00372,Diphenhydramine + Ibuprofen,Signature Care Ibuprofen PM
DB11612,Benzylpenicillin,Pfizerpen
APRD01266,Tocainide,Tonocard Tab 400 mg
APRD00942,Echothiophate,Phospholine Iodide Ophthalmic
EXPT02728,Praziquantel,Praziquantel
APRD00469,Norfloxacin,Norfloxacin
APRD00248,Amoxicillin + Clavulanate,Amoxicillin and Clavulanate Potassium
APRD00427,Oxybutynin,Oxybutynin Chloride
APRD00182,Isoprenaline,Isoproterenol Hydrochloride
DB08189,gamma-Aminobutyric acid + Melatonin + Valerian,Medi-doze Rx Sleep Aid
