category,drugbank-id,mesh-id
Polycyclic Compounds,APRD00593,D011083
Peripheral Nervous System Agents,APRD00806,D018373
Specialty Uses of Chemicals,APRD01193,D020313
Tranquilizing Agents,APRD00187,D014149
"Hydrocarbons, Acyclic",APRD01131,D006839
Sulfur Compounds,APRD00363,D013457
Respiratory System,APRD00354,D012137
Trypanocidal Agents,EXPT02625,D014344
Sulfur Compounds,APRD01012,D013457
Thiazoles,APRD00145,D013844
Vasoprotectives,DB07886,
Sweetening Agents,EXPT02246,D013549
Sugar Alcohols,APRD00989,D013402
Urea,APRD00265,D014508
Wakefulness-Promoting Agents,APRD00534,D064690
Xanthine Oxidase Inhibitors,APRD00904,
Tropanes,APRD00616,D014326
Respiratory System,APRD00765,D012137
Sensory System Agents,APRD00067,D018689
Sensory System Agents,APRD00180,D018689
Serotonin Receptor Antagonists,APRD00043,D012702
Tranquilizing Agents,APRD00645,D014149
QTc Prolonging Agents,APRD00212,
Nervous System,APRD00962,D009420
Vitamin A,APRD00362,D014801
Phenols,APRD00722,D010636
Serotonin Receptor Antagonists,APRD00518,D012702
Thiophenes,APRD00444,D013876
Tetracyclines,APRD00572,D013754
Sulfur Compounds,EXPT02153,D013457
Replacement Preparations,APRD01322,
UGT1A1 Substrates,APRD00579,
Thyroid Therapy,APRD00002,
Steroids,APRD00289,D013256
Tyrosine Hydroxylase Inhibitors,APRD01112,
Sulfur Compounds,APRD00049,D013457
P-glycoprotein/ABCB1 Inhibitors,APRD00820,
Sensory System Agents,APRD00310,D018689
Cytochrome P-450 Enzyme Inducers,APRD01018,D065693
Vasodilating Agents,APRD00785,D014665
Quinuclidines,APRD00737,D011812
Toxic Actions,APRD01081,D004786
UGT1A1 Substrates,APRD00239,
"Thiazides, Plain",APRD01020,
"Platelet Glycoprotein GPIIb-IIIa Complex, antagonists & inhibitors",APRD00304,
Voltage-Gated Sodium Channel Blockers,APRD01308,D061567
Sulfur Compounds,APRD00339,D013457
QTc Prolonging Agents,APRD01305,
Topoisomerase Inhibitors,APRD01133,D059003
Serotonin Modulators,APRD00099,
Sensory Organs,APRD01190,
Xanthenes,APRD00177,D014966
UGT1A1 Substrates,APRD00311,
Sensory System Agents,APRD00730,D018689
Veratrum Alkaloids,APRD00890,D014704
"Metalloendopeptidases, antagonists & inhibitors",APRD00559,
Xanthine derivatives,DB05347,D013806
UGT1A1 Substrates,DB08298,
Specialty Uses of Chemicals,APRD00991,D020313
Protease Inhibitors,APRD01178,D011480
Uracil,APRD00130,D014498
Substituted Ethylene Diamines,APRD00689,
Phenols,APRD01011,D010636
UGT1A1 Inducers,APRD00549,
Sulfur Compounds,DB08518,D013457
P-glycoprotein/ABCB1 Inhibitors,APRD00420,
Vasodilating Agents,APRD00170,D014665
Sensory Organs,APRD00214,
Toxic Actions,APRD01246,D004786
Vasodilating Agents,APRD00969,D014665
Tranquilizing Agents,APRD01009,D014149
Sensory System Agents,APRD00726,D018689
Proteins,APRD00886,D011506
"Synthetic Anticholinergics, Esters With Tertiary Amino Group",APRD00113,
Serotonin Receptor Antagonists,APRD00735,D012702
Xanthine derivatives,APRD00121,D013806
Sensory System Agents,APRD00522,D018689
Thiazide-like Diuretic,APRD01031,
Sensory Organs,APRD00287,
Tertiary Amines,APRD00725,
Toxic Actions,DB01693,D004786
Topical Products for Joint and Muscular Pain,DB08343,
Serotonin Modulators,DB05564,
Sulfur Compounds,APRD00529,D013457
Surface-Active Agents,APRD01606,D013501
Tocolytic Agents,APRD00210,D015149
Quinolines,APRD00369,D011804
UGT1A1 Substrates,DB05893,
Thiazoles,EXPT00604,D013844
Vasodilating Agents,APRD00071,D014665
Sensory System Agents,APRD00849,D018689
Thiocarbamates,APRD00767,D013859
Steroids,APRD00760,D013256
Respiratory System Agents,APRD00273,D019141
Vasodilating Agents,APRD01604,D014665
Stomatological Preparations,APRD01136,
Topoisomerase Inhibitors,APRD00873,D059003
Organophosphorus Compounds,APRD00987,D009943
Tranquilizing Agents,DB07699,D014149
Sympathomimetics,APRD00262,D013566
Tranquilizing Agents,DB08616,D014149
Succinimide Derivatives,APRD00496,
Thiazines,APRD00243,D013843
Steroids,APRD00432,D013256
Substituted Alkylamines,APRD00832,
Piperidines,APRD00275,D010880
Psychotropic Drugs,APRD00072,D011619
"Steroids, Fluorinated",APRD00877,D013259
Urea,APRD01267,D014508
"Technology, Industry, and Agriculture",APRD01023,D013676
Sympathomimetics,APRD00122,D013566
Tranquilizing Agents,APRD01152,D014149
QTc Prolonging Agents,APRD00039,
Sensory System Agents,APRD01132,D018689
Phenazines,APRD00278,D010619
"Steroids, Fluorinated",APRD00982,D013259
Sulfur Compounds,APRD00896,D013457
Thiazoles,APRD01067,D013844
Pyrimidinones,APRD00047,D011744
Tranquilizing Agents,APRD00429,D014149
Triazenes,APRD00331,D014226
Vasoconstrictor Agents,APRD00634,D014662
Triazenes,APRD00557,D014226
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,APRD00764,D020230
Sensitizers Used in Photodynamic/radiation Therapy,DB05277,
Xanthine Oxidase Inhibitors,APRD00867,
Trypanocidal Agents,APRD00508,D014344
Steroids,APRD00938,D013256
Sulfur Compounds,APRD01171,D013457
Vasoprotectives,APRD00197,
Sensory System Agents,DB06895,D018689
Vasodilating Agents,APRD00699,D014665
P-glycoprotein/ABCB1 Substrates,APRD00254,
Polyketides,EXPT01437,D061065
Sympathomimetics,APRD00759,D013566
Sympatholytics,APRD00736,D013565
Tocolytic Agents,APRD00541,D015149
Respiratory System Agents,APRD00629,D019141
Sulfur Compounds,DB04507,D013457
UGT1A1 Substrates,APRD00230,
Tocolytic Agents,APRD00589,D015149
P-glycoprotein/ABCB1 Inhibitors,APRD01302,
Steroids,APRD01078,D013256
Respiratory System Agents,APRD01005,D019141
Xanthenes,APRD00388,D014966
Sulfur Compounds,APRD00950,D013457
Sirolimus,DB02439,D020123
Throat Preparations,APRD00545,
Ribonucleosides,APRD00226,D012263
"Thiazides, Plain",APRD00721,
Protease Inhibitors,APRD00523,D011480
Stilbenes,APRD00880,D013267
Vasoprotectives,APRD00455,
Organophosphorus Compounds,DB02782,D009943
Pyrimidines,APRD00394,D011743
Thiepins,APRD00443,D013846
Sulfur Compounds,APRD00294,D013457
Weapons of Mass Destruction,APRD00249,D054044
Serotonin Receptor Antagonists,APRD01002,D012702
"Synthetic Estrogens, Plain",APRD00917,
Sulfur Compounds,APRD00491,D013457
Sensory System Agents,APRD00817,D018689
"Technology, Industry, and Agriculture",APRD01053,D013676
Steroids,APRD00640,D013256
Sulfur Compounds,APRD00822,D013457
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",APRD01220,
Triazolobenzodiazepines,APRD00313,
Specialty Uses of Chemicals,APRD00738,D020313
Sensory System Agents,APRD01216,D018689
Toxic Actions,DB02392,D004786
Selective Beta 2-adrenergic Agonists,APRD00827,
Sulfur Compounds,APRD00713,D013457
Sodium Potassium Chloride Symporter Inhibitors,APRD00251,D049994
Tranquilizing Agents,APRD00481,D014149
Sensory Organs,DB06863,
UGT1A1 Substrates,APRD00344,
Vasoconstrictor Agents,APRD00080,D014662
Voltage-Gated Sodium Channel Blockers,APRD00136,D061567
UGT1A1 Substrates,APRD00004,
Vitamin D3 Analog,APRD01165,
Toxic Actions,APRD01260,D004786
Stereoisomerism,APRD00439,D013237
Piperidines,APRD00741,D010880
Oral Hypoglycemics,APRD00511,
Sensory System Agents,APRD00787,D018689
UGT1A1 Substrates,APRD00631,
Uterotonics,APRD00927,
Triptans,APRD00169,D014363
"Heterocyclic Compounds, 3-Ring",APRD01232,D006575
Thiophenes,APRD01061,D013876
UGT1A1 Substrates,APRD00670,
Vasodilating Agents,APRD01296,D014665
Thiazines,APRD00853,D013843
UGT1A1 Substrates,APRD00213,
Vasodilating Agents,APRD00651,D014665
Terpenes,APRD00966,D013729
Thiazoles,APRD00296,D013844
Toxic Actions,APRD00809,D004786
Uterotonics,DB05379,
Toxic Actions,APRD00883,D004786
Tetracyclines,APRD00137,D013754
UGT1A1 Inducers,APRD01306,
Tranquilizing Agents,APRD00610,D014149
Tricyclics and Other Norepinephrine-reuptake Inhibitors,APRD00747,
Vasoconstrictor Agents,APRD01158,D014662
Sensory System Agents,DB01398,D018689
Sympathomimetics,APRD00919,D013566
Sympathomimetic (Adrenergic) Agents,APRD00277,
Topical Products for Joint and Muscular Pain,APRD01090,
"Synthetic Anticholinergics, Quaternary Ammonium Compounds",APRD00751,
Quaternary Ammonium Compounds,APRD01013,D000644
Muscarinic Antagonists,APRD00731,D018727
Toxic Actions,APRD00562,D004786
Sensory Organs,APRD00905,
Stomatological Preparations,EXPT00475,
Vitamin K Antagonists,APRD00228,
UGT1A1 Substrates,APRD00654,
Sulfur Compounds,APRD01113,D013457
QTc Prolonging Agents,APRD00505,
Respiratory System,APRD00349,D012137
Toxic Actions,EXPT01940,D004786
Vasoconstrictor Agents,APRD00220,D014662
Triptans,APRD00008,D014363
Polyketides,APRD00931,D061065
Sisomicin,APRD00232,D012853
Sensory System Agents,DB09475,D018689
Steroids,APRD00569,D013256
Specialty Uses of Chemicals,APRD00466,D020313
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",APRD00342,
Vasodilating Agents,APRD00678,D014665
Sensory System Agents,APRD01094,D018689
Psycholeptics,APRD00411,
Sensory System Agents,APRD00831,D018689
Sympathomimetics in Glaucoma Therapy,APRD00012,
Specialty Uses of Chemicals,APRD00960,D020313
P-glycoprotein/ABCB1 Inhibitors,APRD01247,
Respiratory System,APRD00324,D012137
Tyrosine,APRD01106,D014443
Serotonin Receptor Antagonists,APRD00580,D012702
Protein Synthesis Inhibitors,APRD00124,D011500
Dermatologicals,APRD01323,D003879
Sensory Organs,APRD00813,
UGT1A1 Substrates,APRD00619,
Specialty Uses of Chemicals,APRD01327,D020313
Vasodilating Agents,APRD00360,D014665
"RNA, Ribosomal, 23S",APRD00483,D012338
UGT1A1 Substrates,APRD00691,
Topoisomerase Inhibitors,APRD01076,D059003
Sensory Organs,APRD00893,
Psycholeptics,APRD01213,
Sensory Organs,APRD00406,
Toxic Actions,APRD00140,D004786
Selective Beta 2-adrenergic Agonists,APRD00641,
Testosterone Congeners,APRD00134,D045165
Purinones,APRD00924,D011688
"Synthetic Anticholinergics, Quaternary Ammonium Compounds",DB06583,
Toxic Actions,APRD00499,D004786
Sympathomimetics,APRD00085,D013566
Specialty Uses of Chemicals,APRD00321,D020313
Steroids,APRD00144,D013256
Sensory System Agents,APRD00030,D018689
Sensitizers Used in Photodynamic/radiation Therapy,APRD01105,
Xanthine derivatives,APRD00811,D013806
Throat Preparations,APRD00013,
Specific Antirheumatic Agents,APRD00808,
Tranquilizing Agents,APRD00015,D014149
Topoisomerase Inhibitors,DB05847,D059003
Triptans,APRD00270,D014363
"Thiazides, Plain",APRD00092,
Sulfur Compounds,APRD00892,D013457
Tocolytic Agents,APRD00553,D015149
Sensory System Agents,APRD00110,D018689
Sensory Organs,APRD00336,
Xanthine derivatives,EXPT01540,D013806
Urea,APRD00023,D014508
Steroid Synthesis Inhibitors,APRD01066,D065088
Steroid Synthesis Inhibitors,APRD01262,D065088
Toxic Actions,APRD00664,D004786
UGT1A1 Substrates,DB05335,
Specialty Uses of Chemicals,APRD00944,D020313
Toxic Actions,EXPT02271,D004786
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",APRD00872,
"Steroids, Fluorinated",APRD00876,D013259
Sensory System Agents,APRD00141,D018689
Sulfur Compounds,APRD00076,D013457
Urea,APRD00233,D014508
Tetracyclines,APRD00547,D013754
Phenylacetates,APRD00075,D010648
Trimethyl Ammonium Compounds,APRD00051,D050337
Vasodilators Used in Cardiac Diseases,APRD00528,
"Thiazides, Plain",APRD00031,
Warfarin Reversal Agent,DB09528,
Vasodilating Agents,APRD00374,D014665
UGT1A1 Substrates,EXPT02208,
Stomatological Preparations,APRD00795,
UGT1A1 Inhibitors,APRD00401,
Nervous System,APRD00744,D009420
Hypotensive Agents,APRD00413,
Topoisomerase Inhibitors,APRD00687,D059003
Carboxylic Acids,APRD00959,D002264
Uricosuric Agents,APRD00167,D014528
Toxic Actions,APRD01096,D004786
Toxic Actions,APRD00703,D004786
Voltage-Gated Sodium Channel Blockers,APRD00509,D061567
Urologicals,APRD00146,
Specialty Uses of Chemicals,APRD00525,D020313
Dopamine D2 Receptor Antagonists,APRD00848,D065127
UGT1A1 Substrates,DB09545,
Antimycotic Agents,APRD01024,
Toxic Actions,APRD01251,D004786
Toxic Actions,APRD00118,D004786
Psychoanaleptics,APRD00221,
Topoisomerase Inhibitors,APRD00996,D059003
UGT1A1 Inducers,EXPT02777,
Prostaglandins E,APRD01298,D011458
Vasoprotectives,APRD00978,
UGT1A1 Substrates,APRD00216,
Vasodilating Agents,DB01287,D014665
UGT1A1 Substrates,APRD00372,
Pyrans,APRD00694,D011714
Sulfur Compounds,DB11612,D013457
Vasodilating Agents,APRD00421,D014665
Pyridones,APRD00647,D011728
Voltage-Gated Sodium Channel Blockers,APRD01266,D061567
Sulfur Compounds,APRD00942,D013457
Quinoline Derivatives and Related Substances,EXPT02728,
Topoisomerase Inhibitors,APRD00469,D059003
Sulfur Compounds,APRD00248,D013457
Sulfur Compounds,APRD00814,D013457
Urologicals,APRD00427,
Sulfur Compounds,APRD00462,D013457
Sympathomimetics,APRD00182,D013566
Tryptamines,DB08189,D014363
Third-Generation Cephalosporins,APRD00850,
Urea,APRD00436,D014508
Neurotransmitter Agents,APRD00054,D018377
Sulfur Compounds,APRD00601,D013457
Vitamins,APRD00143,D014815
Sulfur Compounds,APRD00386,D013457
UGT1A1 Inhibitors,APRD00804,
Toxic Actions,APRD00594,D004786
Vasodilating Agents,APRD00107,D014665
"Sleep Aids, Pharmaceutical",DB06975,D000068776
UGT1A1 Substrates,APRD00055,
Organophosphorus Compounds,APRD00964,D009943
Steroids,APRD00909,D013256
Serotonin Receptor Antagonists,APRD00096,D012702
Neurotransmitter Agents,APRD00282,D018377
Sensory System Agents,APRD00366,D018689
Streptomycins,APRD00412,
Peripherally Acting Antiobesity Products,APRD00255,
Sensory Organs,APRD00946,
Sensory Organs,APRD00382,
Vasoprotectives,APRD00539,
Quinolines,APRD00604,D011804
Vasodilating Agents,APRD01027,D014665
Yohimbine,APRD00906,D015016
Pyrrolidines,APRD00038,D011759
"Polycyclic Hydrocarbons, Aromatic",APRD00833,D011084
Strophanthus Glycosides,APRD00135,
Urologicals,EXPT01231,
Pyrans,APRD00117,D011714
UGT1A1 Substrates,APRD00346,
Schistosomicides,APRD01150,D012556
Selective Immunosuppressants,APRD00205,
Toxic Actions,APRD00546,D004786
Toxic Actions,APRD00299,D004786
Tranquilizing Agents,APRD00218,D014149
Uracil,APRD00203,D014498
Specialty Uses of Chemicals,APRD00802,D020313
P-glycoprotein/ABCB1 Inhibitors,APRD00317,
Serotonin Modulators,DB08567,
Stimulants,APRD00456,
Sensory Organs,APRD01069,
Psycholeptics,APRD00734,
Testosterone Congeners,APRD01276,D045165
Vasoprotectives,APRD00056,
Stomatological Preparations,APRD01115,
Proteins,APRD00885,D011506
Thiazines,APRD00285,D013843
Vasodilating Agents,DB07725,D014665
Substituted Alkylamines,DB09440,
Vasodilating Agents,APRD00590,D014665
Vasodilating Agents,APRD00044,D014665
Quinones,APRD00805,D011809
Vasodilating Agents,APRD00288,D014665
Vasodilating Agents,APRD00914,D014665
Urea,APRD00460,D014508
Nervous System,APRD00089,D009420
Quaternary Ammonium Compounds,APRD00771,D000644
"Heterocyclic Compounds, 3-Ring",APRD00535,D006575
Urea,APRD00267,D014508
"Polycyclic Hydrocarbons, Aromatic",APRD00799,D011084
Urologicals,APRD00385,
Steroid Synthesis Inhibitors,APRD00943,D065088
Toluene,DB06284,D014050
Topical Products for Joint and Muscular Pain,APRD01212,
Steroids,APRD01197,D013256
Toxic Actions,APRD00188,D004786
Thiazolidinediones,APRD00653,D045162
"Phospholipases A, antagonists & inhibitors",APRD01259,
Steroids,APRD00709,D013256
Peripheral Nervous System Agents,DB01334,D018373
Vasodilating Agents,APRD00091,D014665
Topoisomerase Inhibitors,DB06085,D059003
Uricosuric Agents,APRD00620,D014528
Thiazines,APRD00860,D013843
Thiazines,APRD00196,D013843
Polycyclic Compounds,APRD01114,D011083
Tricyclics and Other Norepinephrine-reuptake Inhibitors,APRD00398,
Sulfur Compounds,APRD00021,D013457
Sulfur Compounds,DB07948,D013457
Sulfur Compounds,APRD00704,D013457
Respiratory System,APRD00719,D012137
Sulfur Compounds,EXPT01068,D013457
Urologicals,APRD00972,
Serotonin Receptor Antagonists,APRD00402,D012702
Thiazines,APRD00461,D013843
Tricyclics and Other Norepinephrine-reuptake Inhibitors,DB07682,
Polyketides,APRD00843,D061065
Sulfur Compounds,APRD00305,D013457
Thiobarbiturates,APRD00154,D013858
Topoisomerase Inhibitors,APRD00053,D059003
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,APRD00621,D020230
Uronic Acids,APRD00268,D014574
Quaternary Ammonium Compounds,APRD00830,D000644
NMDA Receptor Antagonists,DB02330,
Uterotonic agents,APRD00926,D010120
Sensory System Agents,APRD00404,D018689
Urologicals,APRD00667,
Sulfur Compounds,APRD00789,D013457
Vitamins,APRD00840,D014815
Topoisomerase Inhibitors,APRD00502,D059003
Vasodilating Agents,APRD00155,D014665
Triazoles,APRD00040,D014230
Serotonin Modulators,APRD00695,
QTc Prolonging Agents,APRD00171,
Sympatholytics,APRD01007,D013565
Serotonin Modulators,APRD00603,
Sensory Organs,APRD00026,
Peripheral Nervous System Agents,APRD00097,D018373
UGT1A1 Inducers,APRD00184,
Serotonin Modulators,APRD00683,
Respiratory System,APRD00061,D012137
Topoisomerase Inhibitors,APRD00126,D059003
Tranquilizing Agents,APRD00865,D014149
Tubulin Modulators,DB08417,D050257
Yohimbine,APRD00112,D015016
Toxic Actions,APRD00007,D004786
Voltage-Gated Sodium Channel Blockers,APRD00261,D061567
UGT1A1 Substrates,APRD00025,
QTc Prolonging Agents,APRD00418,
"Steroids, Fluorinated",APRD00981,D013259
Serotonin Receptor Agonists,APRD00663,D017366
"X-Ray Contrast Media, Iodinated",DB13498,
"Vaginal Creams, Foams, and Jellies",APRD00871,D014622
QTc Prolonging Agents,APRD00907,
Pyrrolidines,APRD00566,D011759
Serotonin Receptor Agonists,APRD00648,D017366
Sensory System Agents,APRD00158,D018689
Sympathomimetics,APRD00772,D013566
Sulfur Compounds,APRD00475,D013457
Voltage-Gated Sodium Channel Blockers,APRD00129,D061567
Toxic Actions,APRD00625,D004786
Proline,APRD00164,D011392
Sleep Initiation and Maintenance Disorders,APRD00356,D007319
Tetrahydroisoquinolines,APRD00176,D044005
Serotonin Receptor Agonists,APRD00622,D017366
Rifamycins,APRD01217,D012294
Vasodilating Agents,APRD01068,D014665
Sympatholytics,APRD00301,D013565
Topoisomerase Inhibitors,APRD00371,D059003
Specialty Uses of Chemicals,APRD00974,D020313
Urea,APRD00292,D014508
Valerates,APRD00271,D014631
Topoisomerase Inhibitors,APRD01231,D059003
Sensory System Agents,APRD00912,D018689
Tetrahydronaphthalenes,APRD00165,D013764
QTc Prolonging Agents,APRD00181,
Third-Generation Cephalosporins,APRD00395,
Specialty Uses of Chemicals,APRD00985,D020313
Sympatholytics,APRD00668,D013565
Triazolobenzodiazepines,APRD00955,
Urologicals,DB07774,
Steroid Synthesis Inhibitors,APRD00016,D065088
QTc Prolonging Agents,APRD00419,
Peripheral Nervous System Agents,APRD00901,D018373
Rifamycins,APRD01218,D012294
Vasodilating Agents,APRD00493,D014665
Steroids,APRD00442,D013256
Xanthines and Adrenergics,APRD00329,
Tranquilizing Agents,APRD00675,D014149
Polysaccharides,APRD00068,D011134
Peripheral Nervous System Agents,APRD01119,D018373
Sensory System Agents,APRD00745,D018689
Voltage-Gated Sodium Channel Blockers,APRD00613,D061567
Tubulin Modulators,DB05526,D050257
"Psychostimulants, Agents Used for Adhd and Nootropics",APRD01169,
Peripheral Nervous System Agents,APRD00929,D018373
Quinolines,APRD00623,D011804
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,APRD00665,D020230
Vasoprotectives,APRD00674,
Tyrosine,EXPT01107,D014443
QTc Prolonging Agents,APRD00219,
Respiratory System,APRD00710,D012137
Tranquilizing Agents,APRD00638,D014149
Xanthenes,APRD00718,D014966
Vasodilating Agents,APRD00949,D014665
Valerates,APRD00293,D014631
Tricyclics and Other Norepinephrine-reuptake Inhibitors,DB07600,
Quinolines,APRD00866,D011804
Vasodilating Agents,APRD00727,D014665
Quaternary Ammonium Compounds,APRD00696,D000644
Sulfur Compounds,APRD00258,D013457
Serotonin Modulators,APRD00701,
Tubulin Modulators,APRD00932,D050257
"X-Ray Contrast Media, Iodinated",DB01249,
Sensory System Agents,DB01250,D018689
Urea,DB01251,D014508
Oral Hypoglycemics,DB01252,
Uterotonics,DB01253,
Thiazoles,DB01254,D013844
Sympathomimetics,DB01255,D013566
Polycyclic Compounds,DB01256,D011083
Serum Globulins,DB01257,D012712
QTc Prolonging Agents,DB02584,
Steroids,DB01260,D013256
Triazoles,DB07214,D014230
Toxic Actions,DB01262,D004786
Trypanocidal Agents,DB01263,D014344
Sulfur Compounds,EXPT00002,D013457
Pyrimidines,DB01265,D011743
Dermatologicals,DB01266,D003879
Tranquilizing Agents,DB01267,D014149
